phase,episode,reward,positions
training,5837,8.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, 0, 1), (1, 1, 1), (1, 1, 0), (0, 1, 0), (0, 2, 0), (0, 2, 1), (0, 1, 1), (0, 1, 2), (0, 0, 2), (0, 0, 1), (-1, 0, 1), (-1, 0, 0), (-2, 0, 0), (-2, 0, 1), (-2, 1, 1), (-2, 2, 1), (-2, 2, 0), (-1, 2, 0), (-1, 1, 0), (-1, 1, 1)]"
training,6550,8.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (0, 1, 1), (1, 1, 1), (1, 0, 1), (2, 0, 1), (2, -1, 1), (1, -1, 1), (1, -1, 2), (1, -2, 2), (1, -3, 2), (0, -3, 2)]"
training,8989,8.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (0, -1, 1), (1, -1, 1), (1, 0, 1), (2, 0, 1), (2, 1, 1), (3, 1, 1), (3, 0, 1), (3, 0, 2), (3, 1, 2), (2, 1, 2), (2, 0, 2), (1, 0, 2), (1, 1, 2), (1, 1, 1), (0, 1, 1), (0, 0, 1)]"
training,11779,9.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -1, 1), (0, -1, 1), (0, -1, 0), (0, -2, 0), (-1, -2, 0), (-1, -1, 0), (-1, -1, 1), (-1, 0, 1), (-1, 0, 0), (-1, 0, -1), (-1, 1, -1), (-1, 1, 0), (-1, 2, 0), (0, 2, 0), (0, 1, 0), (0, 1, 1), (0, 2, 1), (1, 2, 1), (1, 2, 0)]"
training,15521,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (2, -1, 0), (2, 0, 0), (2, 0, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (0, 1, 1), (0, 2, 1), (0, 3, 1), (0, 3, 0), (1, 3, 0), (2, 3, 0), (2, 2, 0), (3, 2, 0), (3, 1, 0), (2, 1, 0), (2, 1, 1), (1, 1, 1), (1, 1, 0), (0, 1, 0)]"
training,16229,9.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -1, 1), (0, -1, 1), (0, -1, 0), (0, -2, 0), (-1, -2, 0), (-1, -1, 0), (-1, -1, 1), (-1, 0, 1), (-1, 0, 0), (-2, 0, 0), (-2, -1, 0), (-2, -1, -1), (-1, -1, -1), (0, -1, -1), (1, -1, -1), (2, -1, -1), (2, -2, -1), (1, -2, -1), (1, -2, 0)]"
training,16438,9.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (0, -2, 0), (0, -1, 0), (0, -1, -1), (1, -1, -1), (1, 0, -1), (0, 0, -1), (0, 1, -1), (0, 2, -1), (1, 2, -1), (1, 1, -1), (1, 1, 0), (0, 1, 0)]"
training,16629,9.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -1, 1), (0, -1, 1), (0, -1, 0), (-1, -1, 0), (-1, -2, 0), (0, -2, 0), (0, -2, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (1, -3, 0), (1, -3, 1), (0, -3, 1), (0, -3, 0), (-1, -3, 0), (-1, -3, 1), (-1, -4, 1), (-1, -4, 2)]"
training,17026,9.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (1, -2, 1), (1, -1, 1), (1, 0, 1), (1, 1, 1), (0, 1, 1), (0, 0, 1), (0, -1, 1), (-1, -1, 1), (-1, 0, 1), (-1, 1, 1), (-1, 1, 0), (0, 1, 0), (0, 2, 0), (0, 2, -1), (0, 1, -1), (0, 0, -1)]"
training,17636,9.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -1, 1), (0, -1, 1), (0, -1, 0), (0, -2, 0), (1, -2, 0), (1, -2, -1), (1, -3, -1), (1, -3, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -2, 0), (2, -2, -1), (2, -1, -1), (1, -1, -1), (1, 0, -1), (0, 0, -1), (0, -1, -1), (0, -2, -1)]"
training,17832,9.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (0, 1, 1), (0, 1, 0), (1, 1, 0), (1, 1, 1), (2, 1, 1), (2, 2, 1), (1, 2, 1), (1, 2, 0)]"
training,17942,9.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -1, 1), (0, -1, 1), (0, -1, 0), (0, -2, 0), (1, -2, 0), (1, -2, -1), (1, -2, -2), (0, -2, -2), (0, -2, -1), (-1, -2, -1), (-1, -1, -1), (0, -1, -1), (0, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -2, -1), (2, -3, -1), (2, -3, -2)]"
training,18067,9.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, 0, 0), (3, 0, 1), (3, -1, 1), (2, -1, 1), (2, 0, 1), (2, 1, 1), (1, 1, 1), (1, 0, 1), (1, 0, 2), (1, -1, 2), (1, -1, 1), (1, -2, 1), (0, -2, 1), (0, -1, 1), (0, 0, 1)]"
training,18903,9.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -1, 1), (0, -1, 1), (0, -1, 0), (0, -2, 0), (0, -2, -1), (0, -1, -1), (-1, -1, -1), (-1, 0, -1), (0, 0, -1), (0, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, 0, -1), (3, 0, -1), (3, 1, -1), (3, 2, -1), (2, 2, -1)]"
training,19502,11.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-2, 0, 0), (-2, 1, 0), (-1, 1, 0), (-1, 1, 1), (0, 1, 1), (0, 1, 0), (1, 1, 0), (1, 1, 1), (1, 0, 1), (2, 0, 1), (2, -1, 1), (1, -1, 1), (1, -1, 2), (0, -1, 2), (0, -1, 1), (0, 0, 1)]"
training,20238,12.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (-1, 0, 1), (-1, 0, 0), (-1, 1, 0), (-1, 1, 1), (0, 1, 1), (0, 1, 2), (0, 0, 2), (0, 0, 1), (0, -1, 1), (1, -1, 1), (1, 0, 1), (1, 0, 2), (1, 1, 2), (1, 1, 1), (1, 2, 1), (1, 2, 0), (1, 1, 0), (0, 1, 0)]"
training,36595,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (0, 0, 2), (0, 0, 1), (-1, 0, 1), (-1, 0, 0), (-1, 1, 0), (-1, 1, 1), (0, 1, 1), (0, 1, 0), (1, 1, 0), (1, 1, 1), (1, 0, 1), (1, -1, 1)]"
training,37297,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (0, 0, 2), (0, 0, 1), (-1, 0, 1), (-1, 0, 0), (-1, 1, 0), (-1, 2, 0), (0, 2, 0), (0, 1, 0), (1, 1, 0), (1, 1, 1), (1, 0, 1), (1, -1, 1)]"
training,37892,12.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, 0, 1), (1, 0, 2), (0, 0, 2), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (0, 1, 1), (0, 1, 2), (1, 1, 2), (1, 1, 1), (1, 2, 1), (1, 2, 0), (1, 1, 0), (1, 1, -1), (0, 1, -1), (0, 1, 0), (-1, 1, 0), (-1, 0, 0), (-1, -1, 0), (0, -1, 0)]"
training,47336,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (0, -1, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 0, 0), (-1, -1, 0), (-1, -1, -1), (0, -1, -1), (0, -1, -2), (0, 0, -2), (0, 0, -1), (0, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1)]"
training,48760,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -2, 0), (-1, -2, 1), (-2, -2, 1), (-2, -1, 1), (-1, -1, 1), (-1, -1, 2), (0, -1, 2), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, -1, 2), (1, 0, 2), (1, 0, 1), (0, 0, 1)]"
training,49104,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 1, 0), (-1, 2, 0), (0, 2, 0), (0, 1, 0), (1, 1, 0), (1, 1, 1), (1, 0, 1), (1, 0, 2), (0, 0, 2), (0, 0, 1), (-1, 0, 1), (-1, -1, 1), (0, -1, 1), (1, -1, 1)]"
training,50015,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 1, 0), (-1, 1, 1), (0, 1, 1), (0, 1, 0), (1, 1, 0), (1, 1, 1), (1, 0, 1), (1, 0, 2), (0, 0, 2), (0, 0, 1), (-1, 0, 1), (-1, -1, 1), (0, -1, 1), (1, -1, 1)]"
training,50635,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (-1, 0, 1), (-1, 0, 0), (-1, 1, 0), (0, 1, 0), (0, 1, 1), (1, 1, 1), (1, 0, 1), (2, 0, 1), (2, -1, 1), (1, -1, 1), (1, -1, 2), (0, -1, 2), (0, -1, 1), (0, 0, 1)]"
training,51051,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -2, 0), (-1, -2, 1), (-1, -1, 1), (-1, 0, 1), (0, 0, 1), (0, 0, 2), (1, 0, 2), (1, 0, 1), (2, 0, 1), (2, -1, 1), (1, -1, 1), (1, -1, 2), (0, -1, 2), (0, -1, 1), (0, -2, 1)]"
training,51113,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (-1, -2, 0), (-1, -2, 1), (-1, -1, 1), (-1, -1, 0), (-1, 0, 0), (-1, 0, 1), (0, 0, 1), (0, 0, 2), (1, 0, 2), (1, 0, 1), (2, 0, 1), (2, -1, 1), (1, -1, 1), (1, -1, 2), (0, -1, 2), (0, -1, 1), (0, -1, 0)]"
training,51273,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 0, 1), (-1, 0, 2), (0, 0, 2), (0, 0, 1), (0, 1, 1), (1, 1, 1), (1, 0, 1), (1, 0, 2), (1, -1, 2), (1, -1, 1), (1, -2, 1), (0, -2, 1), (0, -1, 1), (0, -1, 2)]"
training,52520,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 0, 1), (-1, 0, 2), (0, 0, 2), (0, 0, 1), (0, 1, 1), (1, 1, 1), (1, 0, 1), (2, 0, 1), (2, -1, 1), (1, -1, 1), (1, -1, 2), (0, -1, 2), (0, -1, 1), (0, -2, 1)]"
training,55576,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 1, 0), (-1, 2, 0), (0, 2, 0), (0, 1, 0), (0, 1, 1), (1, 1, 1), (1, 0, 1), (1, 0, 2), (0, 0, 2), (0, 0, 1), (-1, 0, 1), (-1, -1, 1), (0, -1, 1), (1, -1, 1)]"
training,57064,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 1, 0), (-1, 2, 0), (0, 2, 0), (0, 1, 0), (1, 1, 0), (1, 1, 1), (1, 0, 1), (2, 0, 1), (2, -1, 1), (1, -1, 1), (1, -2, 1), (0, -2, 1), (0, -1, 1), (0, 0, 1)]"
training,59924,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 0, 1), (-1, 0, 2), (0, 0, 2), (1, 0, 2), (1, -1, 2), (0, -1, 2), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, 0, 1), (1, 0, 1), (0, 0, 1)]"
training,61319,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 1, 0), (-1, 2, 0), (0, 2, 0), (0, 1, 0), (1, 1, 0), (1, 1, 1), (1, 0, 1), (2, 0, 1), (2, -1, 1), (1, -1, 1), (1, -1, 2), (0, -1, 2), (0, -1, 1), (0, 0, 1)]"
training,61490,12.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 1, 0), (-1, 2, 0), (0, 2, 0), (0, 1, 0), (1, 1, 0), (1, 1, 1), (1, 0, 1), (1, 0, 2), (1, -1, 2), (1, -1, 1), (1, -2, 1), (0, -2, 1), (0, -1, 1), (0, 0, 1)]"
training,61811,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, -1, 2), (1, 0, 2), (1, 0, 1), (2, 0, 1), (2, 1, 1), (1, 1, 1), (1, 1, 2), (0, 1, 2), (0, 1, 1), (0, 0, 1)]"
