episode,training_reward
54799,10.0
54800,28.0
54801,28.0
54802,18.0
54803,19.0
54804,11.0
54805,25.0
54806,23.0
54807,18.0
54808,23.0
54809,23.0
54810,12.0
54811,14.0
54812,17.0
54813,18.0
54814,18.0
54815,12.0
54816,10.0
54817,20.0
54818,17.0
54819,17.0
54820,14.0
54821,17.0
54822,20.0
54823,27.0
54824,22.0
54825,21.0
54826,18.0
54827,12.0
54828,23.0
54829,13.0
54830,30.0
54831,16.0
54832,17.0
54833,25.0
54834,10.0
54835,14.0
54836,18.0
54837,19.0
54838,19.0
54839,17.0
54840,23.0
54841,21.0
54842,8.0
54843,16.0
54844,19.0
54845,13.0
54846,19.0
54847,13.0
54848,29.0
54849,13.0
54850,21.0
54851,12.0
54852,19.0
54853,19.0
54854,18.0
54855,20.0
54856,14.0
54857,14.0
54858,13.0
54859,19.0
54860,11.0
54861,18.0
54862,29.0
54863,19.0
54864,17.0
54865,17.0
54866,23.0
54867,20.0
54868,10.0
54869,22.0
54870,18.0
54871,20.0
54872,17.0
54873,10.0
54874,12.0
54875,24.0
54876,10.0
54877,9.0
54878,13.0
54879,8.0
54880,20.0
54881,17.0
54882,10.0
54883,13.0
54884,20.0
54885,13.0
54886,14.0
54887,6.0
54888,18.0
54889,20.0
54890,21.0
54891,21.0
54892,23.0
54893,18.0
54894,11.0
54895,25.0
54896,16.0
54897,31.0
54898,15.0
54899,12.0
54900,9.0
54901,19.0
54902,23.0
54903,16.0
54904,13.0
54905,13.0
54906,15.0
54907,27.0
54908,19.0
54909,12.0
54910,17.0
54911,14.0
54912,17.0
54913,20.0
54914,22.0
54915,24.0
54916,19.0
54917,21.0
54918,23.0
54919,16.0
54920,23.0
54921,12.0
54922,16.0
54923,14.0
54924,14.0
54925,28.0
54926,12.0
54927,17.0
54928,27.0
54929,26.0
54930,17.0
54931,30.0
54932,18.0
54933,17.0
54934,17.0
54935,13.0
54936,25.0
54937,18.0
54938,14.0
54939,14.0
54940,20.0
54941,28.0
54942,20.0
54943,12.0
54944,20.0
54945,25.0
54946,9.0
54947,13.0
54948,17.0
54949,9.0
54950,23.0
54951,21.0
54952,19.0
54953,13.0
54954,20.0
54955,22.0
54956,12.0
54957,11.0
54958,9.0
54959,17.0
54960,22.0
54961,20.0
54962,34.0
54963,16.0
54964,20.0
54965,16.0
54966,11.0
54967,24.0
54968,14.0
54969,17.0
54970,14.0
54971,19.0
54972,26.0
54973,20.0
54974,25.0
54975,16.0
54976,17.0
54977,21.0
54978,14.0
54979,9.0
54980,29.0
54981,17.0
54982,10.0
54983,16.0
54984,20.0
54985,19.0
54986,29.0
54987,16.0
54988,21.0
54989,9.0
54990,16.0
54991,17.0
54992,12.0
54993,11.0
54994,19.0
54995,20.0
54996,16.0
54997,22.0
54998,17.0
54999,12.0
55000,17.0
55001,19.0
55002,21.0
55003,17.0
55004,20.0
55005,16.0
55006,11.0
55007,11.0
55008,20.0
55009,13.0
55010,9.0
55011,14.0
55012,19.0
55013,18.0
55014,15.0
55015,8.0
55016,14.0
55017,11.0
55018,28.0
55019,8.0
55020,14.0
55021,6.0
55022,12.0
55023,15.0
55024,20.0
55025,10.0
55026,17.0
55027,15.0
55028,19.0
55029,15.0
55030,12.0
55031,18.0
55032,16.0
55033,14.0
55034,25.0
55035,18.0
55036,22.0
55037,17.0
55038,23.0
55039,26.0
55040,16.0
55041,20.0
55042,17.0
55043,21.0
55044,22.0
55045,24.0
55046,13.0
55047,16.0
55048,11.0
55049,16.0
55050,16.0
55051,15.0
55052,11.0
55053,15.0
55054,23.0
55055,19.0
55056,20.0
55057,9.0
55058,23.0
55059,20.0
55060,8.0
55061,13.0
55062,17.0
55063,13.0
55064,16.0
55065,21.0
55066,20.0
55067,19.0
55068,14.0
55069,16.0
55070,20.0
55071,13.0
55072,20.0
55073,6.0
55074,7.0
55075,13.0
55076,14.0
55077,14.0
55078,24.0
55079,18.0
55080,24.0
55081,11.0
55082,18.0
55083,19.0
55084,16.0
55085,16.0
55086,27.0
55087,15.0
55088,16.0
55089,17.0
55090,13.0
55091,8.0
55092,24.0
55093,19.0
55094,9.0
55095,12.0
55096,12.0
55097,16.0
55098,19.0
55099,15.0
55100,8.0
55101,18.0
55102,18.0
55103,14.0
55104,13.0
55105,27.0
55106,13.0
55107,23.0
55108,23.0
55109,15.0
55110,22.0
55111,16.0
55112,14.0
55113,12.0
55114,8.0
55115,20.0
55116,11.0
55117,9.0
55118,22.0
55119,13.0
55120,14.0
55121,14.0
55122,20.0
55123,28.0
55124,25.0
55125,18.0
55126,10.0
55127,28.0
55128,23.0
55129,11.0
55130,11.0
55131,11.0
55132,20.0
55133,16.0
55134,15.0
55135,17.0
55136,16.0
55137,28.0
55138,17.0
55139,17.0
55140,30.0
55141,20.0
55142,12.0
55143,20.0
55144,16.0
55145,15.0
55146,24.0
55147,10.0
55148,7.0
55149,20.0
55150,11.0
55151,20.0
55152,6.0
55153,21.0
55154,21.0
55155,23.0
55156,7.0
55157,14.0
55158,19.0
55159,23.0
55160,17.0
55161,12.0
55162,22.0
55163,22.0
55164,21.0
55165,12.0
55166,18.0
55167,24.0
55168,15.0
55169,16.0
55170,18.0
55171,29.0
55172,18.0
55173,10.0
55174,19.0
55175,20.0
55176,10.0
55177,12.0
55178,18.0
55179,10.0
55180,15.0
55181,16.0
55182,19.0
55183,21.0
55184,15.0
55185,15.0
55186,21.0
55187,15.0
55188,15.0
55189,11.0
55190,21.0
55191,27.0
55192,19.0
55193,17.0
55194,18.0
55195,16.0
55196,23.0
55197,15.0
55198,19.0
55199,14.0
55200,29.0
55201,22.0
55202,22.0
55203,23.0
55204,10.0
55205,19.0
55206,22.0
55207,9.0
55208,15.0
55209,21.0
55210,25.0
55211,19.0
55212,11.0
55213,17.0
55214,21.0
55215,22.0
55216,8.0
55217,26.0
55218,21.0
55219,19.0
55220,15.0
55221,20.0
55222,22.0
55223,29.0
55224,15.0
55225,20.0
55226,33.0
55227,20.0
55228,14.0
55229,21.0
55230,25.0
55231,13.0
55232,14.0
55233,13.0
55234,28.0
55235,21.0
55236,18.0
55237,21.0
55238,7.0
55239,15.0
55240,19.0
55241,11.0
55242,21.0
55243,12.0
55244,24.0
55245,14.0
55246,17.0
55247,26.0
55248,19.0
55249,23.0
55250,16.0
55251,14.0
55252,21.0
55253,14.0
55254,14.0
55255,25.0
55256,16.0
55257,14.0
55258,14.0
55259,18.0
55260,19.0
55261,26.0
55262,25.0
55263,19.0
55264,19.0
55265,19.0
55266,19.0
55267,12.0
55268,18.0
55269,14.0
55270,23.0
55271,7.0
55272,13.0
55273,17.0
55274,26.0
55275,31.0
55276,21.0
55277,8.0
55278,19.0
55279,14.0
55280,18.0
55281,16.0
55282,15.0
55283,23.0
55284,19.0
55285,17.0
55286,23.0
55287,19.0
55288,20.0
55289,23.0
55290,22.0
55291,23.0
55292,15.0
55293,10.0
55294,9.0
55295,15.0
55296,13.0
55297,23.0
55298,14.0
55299,10.0
55300,11.0
55301,26.0
55302,15.0
55303,16.0
55304,19.0
55305,20.0
55306,17.0
55307,17.0
55308,3.0
55309,16.0
55310,25.0
55311,12.0
55312,22.0
55313,25.0
55314,22.0
55315,20.0
55316,17.0
55317,14.0
55318,10.0
55319,23.0
55320,18.0
55321,16.0
55322,19.0
55323,9.0
55324,24.0
55325,24.0
55326,20.0
55327,18.0
55328,12.0
55329,22.0
55330,16.0
55331,14.0
55332,16.0
55333,17.0
55334,24.0
55335,16.0
55336,13.0
55337,9.0
55338,8.0
55339,0.0
55340,15.0
55341,13.0
55342,24.0
55343,20.0
55344,15.0
55345,10.0
55346,21.0
55347,20.0
55348,23.0
55349,15.0
55350,14.0
55351,20.0
55352,21.0
55353,15.0
55354,12.0
55355,5.0
55356,15.0
55357,15.0
55358,18.0
55359,27.0
55360,22.0
55361,9.0
55362,19.0
55363,15.0
55364,15.0
55365,27.0
55366,29.0
55367,22.0
55368,19.0
55369,21.0
55370,17.0
55371,16.0
55372,16.0
55373,26.0
55374,20.0
55375,24.0
55376,22.0
55377,15.0
55378,12.0
55379,18.0
55380,33.0
55381,9.0
55382,19.0
55383,18.0
55384,20.0
55385,14.0
55386,19.0
55387,17.0
55388,15.0
55389,17.0
55390,11.0
55391,19.0
55392,21.0
55393,13.0
55394,25.0
55395,14.0
55396,29.0
55397,12.0
55398,12.0
55399,24.0
55400,17.0
55401,21.0
55402,16.0
55403,13.0
55404,17.0
55405,22.0
55406,13.0
55407,18.0
55408,12.0
55409,19.0
55410,23.0
55411,19.0
55412,17.0
55413,21.0
55414,13.0
55415,17.0
55416,8.0
55417,20.0
55418,21.0
55419,16.0
55420,12.0
55421,10.0
55422,16.0
55423,8.0
55424,11.0
55425,18.0
55426,2.0
55427,12.0
55428,12.0
55429,18.0
55430,14.0
55431,20.0
55432,15.0
55433,22.0
55434,26.0
55435,19.0
55436,19.0
55437,17.0
55438,30.0
55439,23.0
55440,23.0
55441,14.0
55442,21.0
55443,15.0
55444,16.0
55445,12.0
55446,8.0
55447,10.0
55448,19.0
55449,17.0
55450,14.0
55451,13.0
55452,11.0
55453,15.0
55454,23.0
55455,17.0
55456,22.0
55457,22.0
55458,11.0
55459,14.0
55460,16.0
55461,19.0
55462,27.0
55463,15.0
55464,17.0
55465,21.0
55466,25.0
55467,19.0
55468,22.0
55469,7.0
55470,25.0
55471,13.0
55472,14.0
55473,15.0
55474,21.0
55475,14.0
55476,17.0
55477,18.0
55478,16.0
55479,24.0
55480,14.0
55481,15.0
55482,18.0
55483,20.0
55484,18.0
55485,19.0
55486,14.0
55487,20.0
55488,19.0
55489,24.0
55490,22.0
55491,12.0
55492,18.0
55493,14.0
55494,18.0
55495,13.0
55496,12.0
55497,23.0
55498,12.0
55499,12.0
55500,16.0
55501,13.0
55502,16.0
55503,13.0
55504,18.0
55505,20.0
55506,13.0
55507,20.0
55508,15.0
55509,21.0
55510,12.0
55511,20.0
55512,16.0
55513,11.0
55514,15.0
55515,21.0
55516,13.0
55517,6.0
55518,15.0
55519,13.0
55520,21.0
55521,21.0
55522,21.0
55523,13.0
55524,18.0
55525,15.0
55526,23.0
55527,24.0
55528,26.0
55529,17.0
55530,26.0
55531,16.0
55532,13.0
55533,19.0
55534,11.0
55535,18.0
55536,22.0
55537,12.0
55538,19.0
55539,9.0
55540,7.0
55541,22.0
55542,16.0
55543,17.0
55544,9.0
55545,16.0
55546,16.0
55547,22.0
55548,5.0
55549,10.0
55550,15.0
55551,16.0
55552,30.0
55553,21.0
55554,19.0
55555,16.0
55556,17.0
55557,21.0
55558,19.0
55559,18.0
55560,19.0
55561,15.0
55562,21.0
55563,21.0
55564,14.0
55565,15.0
55566,27.0
55567,10.0
55568,21.0
55569,25.0
55570,22.0
55571,24.0
55572,19.0
55573,19.0
55574,18.0
55575,20.0
55576,16.0
55577,19.0
55578,10.0
55579,21.0
55580,17.0
55581,18.0
55582,18.0
55583,20.0
55584,6.0
55585,15.0
55586,13.0
55587,17.0
55588,21.0
55589,22.0
55590,20.0
55591,17.0
55592,19.0
55593,23.0
55594,15.0
55595,28.0
55596,21.0
55597,18.0
55598,22.0
55599,17.0
55600,11.0
55601,26.0
55602,10.0
55603,18.0
55604,17.0
55605,14.0
55606,12.0
55607,17.0
55608,15.0
55609,19.0
55610,5.0
55611,7.0
55612,12.0
55613,8.0
55614,16.0
55615,15.0
55616,27.0
55617,8.0
55618,22.0
55619,21.0
55620,26.0
55621,17.0
55622,21.0
55623,30.0
55624,7.0
55625,20.0
55626,23.0
55627,25.0
55628,23.0
55629,18.0
55630,15.0
55631,21.0
55632,26.0
55633,19.0
55634,25.0
55635,13.0
55636,21.0
55637,18.0
55638,14.0
55639,15.0
55640,21.0
55641,18.0
55642,15.0
55643,14.0
55644,11.0
55645,18.0
55646,16.0
55647,16.0
55648,17.0
55649,23.0
55650,13.0
55651,21.0
55652,17.0
55653,19.0
55654,21.0
55655,8.0
55656,18.0
55657,17.0
55658,19.0
55659,14.0
55660,14.0
55661,14.0
55662,24.0
55663,20.0
55664,14.0
55665,24.0
55666,19.0
55667,16.0
55668,9.0
55669,15.0
55670,18.0
55671,14.0
55672,8.0
55673,18.0
55674,14.0
55675,22.0
55676,18.0
55677,11.0
55678,22.0
55679,11.0
55680,22.0
55681,17.0
55682,9.0
55683,15.0
55684,16.0
55685,15.0
55686,12.0
55687,14.0
55688,13.0
55689,20.0
55690,20.0
55691,14.0
55692,22.0
55693,13.0
55694,18.0
55695,28.0
55696,16.0
55697,24.0
55698,18.0
55699,13.0
55700,21.0
55701,19.0
55702,15.0
55703,19.0
55704,10.0
55705,16.0
55706,17.0
55707,28.0
55708,19.0
55709,9.0
55710,18.0
55711,22.0
55712,17.0
55713,24.0
55714,14.0
55715,22.0
55716,10.0
55717,5.0
55718,5.0
55719,13.0
55720,20.0
55721,24.0
55722,10.0
55723,15.0
55724,15.0
55725,20.0
55726,17.0
55727,23.0
55728,8.0
55729,18.0
55730,17.0
55731,22.0
55732,15.0
55733,10.0
55734,18.0
55735,9.0
55736,27.0
55737,11.0
55738,16.0
55739,19.0
55740,9.0
55741,21.0
55742,28.0
55743,13.0
55744,14.0
55745,23.0
55746,17.0
55747,16.0
55748,22.0
55749,23.0
55750,18.0
55751,23.0
55752,12.0
55753,15.0
55754,20.0
55755,28.0
55756,26.0
55757,12.0
55758,9.0
55759,20.0
55760,15.0
55761,16.0
55762,15.0
55763,21.0
55764,21.0
55765,13.0
55766,12.0
55767,22.0
55768,26.0
55769,21.0
55770,25.0
55771,14.0
55772,20.0
55773,24.0
55774,16.0
55775,16.0
55776,19.0
55777,21.0
55778,21.0
55779,13.0
55780,36.0
55781,21.0
55782,10.0
55783,27.0
55784,19.0
55785,17.0
55786,18.0
55787,19.0
55788,21.0
55789,17.0
55790,24.0
55791,20.0
55792,16.0
55793,23.0
55794,20.0
55795,21.0
55796,8.0
55797,16.0
55798,12.0
55799,18.0
55800,14.0
55801,19.0
55802,22.0
55803,19.0
55804,12.0
55805,12.0
55806,20.0
55807,11.0
55808,15.0
55809,32.0
55810,18.0
55811,19.0
55812,28.0
55813,15.0
55814,10.0
55815,11.0
55816,20.0
55817,9.0
55818,20.0
55819,15.0
55820,26.0
55821,8.0
55822,16.0
55823,20.0
55824,15.0
55825,11.0
55826,22.0
55827,16.0
55828,17.0
55829,15.0
55830,17.0
55831,17.0
55832,18.0
55833,19.0
55834,13.0
55835,10.0
55836,24.0
55837,17.0
55838,12.0
55839,13.0
55840,18.0
55841,22.0
55842,18.0
55843,11.0
55844,14.0
55845,15.0
55846,17.0
55847,19.0
55848,14.0
55849,11.0
55850,22.0
55851,18.0
55852,12.0
55853,5.0
55854,17.0
55855,22.0
55856,15.0
55857,13.0
55858,22.0
55859,10.0
55860,17.0
55861,20.0
55862,16.0
55863,18.0
55864,18.0
55865,17.0
55866,14.0
55867,24.0
55868,24.0
55869,21.0
55870,17.0
55871,22.0
55872,14.0
55873,28.0
55874,18.0
55875,22.0
55876,24.0
55877,16.0
55878,22.0
55879,10.0
55880,13.0
55881,22.0
55882,24.0
55883,18.0
55884,14.0
55885,13.0
55886,26.0
55887,12.0
55888,29.0
55889,16.0
55890,17.0
55891,24.0
55892,15.0
55893,21.0
55894,18.0
55895,21.0
55896,22.0
55897,19.0
55898,27.0
55899,26.0
55900,18.0
55901,17.0
55902,16.0
55903,24.0
55904,14.0
55905,14.0
55906,23.0
55907,22.0
55908,27.0
55909,13.0
55910,23.0
55911,21.0
55912,19.0
55913,17.0
55914,21.0
55915,19.0
55916,15.0
55917,22.0
55918,19.0
55919,17.0
55920,16.0
55921,19.0
55922,20.0
55923,10.0
55924,22.0
55925,19.0
55926,25.0
55927,17.0
55928,19.0
55929,20.0
55930,21.0
55931,14.0
55932,14.0
55933,24.0
55934,23.0
55935,18.0
55936,12.0
55937,22.0
55938,20.0
55939,13.0
55940,9.0
55941,14.0
55942,31.0
55943,16.0
55944,21.0
55945,19.0
55946,10.0
55947,24.0
55948,13.0
55949,15.0
55950,15.0
55951,17.0
55952,26.0
55953,18.0
55954,29.0
55955,16.0
55956,24.0
55957,27.0
55958,8.0
55959,21.0
55960,17.0
55961,18.0
55962,17.0
55963,17.0
55964,29.0
55965,19.0
55966,17.0
55967,23.0
55968,13.0
55969,13.0
55970,10.0
55971,13.0
55972,20.0
55973,24.0
55974,16.0
55975,21.0
55976,16.0
55977,22.0
55978,21.0
55979,27.0
55980,20.0
55981,14.0
55982,29.0
55983,19.0
55984,16.0
55985,10.0
55986,25.0
55987,21.0
55988,21.0
55989,14.0
55990,21.0
55991,20.0
55992,12.0
55993,26.0
55994,19.0
55995,20.0
55996,15.0
55997,24.0
55998,26.0
55999,13.0
56000,15.0
56001,22.0
56002,20.0
56003,17.0
56004,30.0
56005,17.0
56006,20.0
56007,20.0
56008,18.0
56009,19.0
56010,20.0
56011,30.0
56012,22.0
56013,19.0
56014,30.0
56015,17.0
56016,16.0
56017,19.0
56018,23.0
56019,17.0
56020,17.0
56021,14.0
56022,25.0
56023,17.0
56024,28.0
56025,24.0
56026,15.0
56027,19.0
56028,10.0
56029,8.0
56030,6.0
56031,19.0
56032,11.0
56033,18.0
56034,21.0
56035,23.0
56036,21.0
56037,19.0
56038,21.0
56039,16.0
56040,18.0
56041,14.0
56042,27.0
56043,15.0
56044,18.0
56045,23.0
56046,19.0
56047,13.0
56048,22.0
56049,16.0
56050,22.0
56051,24.0
56052,17.0
56053,8.0
56054,25.0
56055,19.0
56056,16.0
56057,19.0
56058,21.0
56059,17.0
56060,17.0
56061,6.0
56062,27.0
56063,23.0
56064,19.0
56065,14.0
56066,18.0
56067,20.0
56068,29.0
56069,24.0
56070,16.0
56071,14.0
56072,20.0
56073,20.0
56074,21.0
56075,22.0
56076,17.0
56077,22.0
56078,17.0
56079,17.0
56080,11.0
56081,18.0
56082,22.0
56083,20.0
56084,19.0
56085,16.0
56086,15.0
56087,23.0
56088,28.0
56089,9.0
56090,11.0
56091,16.0
56092,11.0
56093,8.0
56094,10.0
56095,15.0
56096,22.0
56097,20.0
56098,26.0
56099,20.0
56100,10.0
56101,15.0
56102,16.0
56103,12.0
56104,16.0
56105,31.0
56106,12.0
56107,22.0
56108,15.0
56109,11.0
56110,26.0
56111,20.0
56112,17.0
56113,16.0
56114,10.0
56115,19.0
56116,19.0
56117,15.0
56118,18.0
56119,23.0
56120,19.0
56121,16.0
56122,12.0
56123,20.0
56124,22.0
56125,19.0
56126,24.0
56127,14.0
56128,11.0
56129,16.0
56130,23.0
56131,16.0
56132,17.0
56133,19.0
56134,22.0
56135,19.0
56136,20.0
56137,15.0
56138,24.0
56139,11.0
56140,25.0
56141,23.0
56142,19.0
56143,21.0
56144,15.0
56145,23.0
56146,25.0
56147,23.0
56148,19.0
56149,16.0
56150,24.0
56151,23.0
56152,8.0
56153,12.0
56154,21.0
56155,28.0
56156,19.0
56157,10.0
56158,17.0
56159,17.0
56160,14.0
56161,12.0
56162,20.0
56163,12.0
56164,12.0
56165,14.0
56166,17.0
56167,19.0
56168,24.0
56169,22.0
56170,21.0
56171,15.0
56172,21.0
56173,21.0
56174,23.0
56175,18.0
56176,15.0
56177,26.0
56178,19.0
56179,24.0
56180,11.0
56181,13.0
56182,25.0
56183,21.0
56184,20.0
56185,19.0
56186,18.0
56187,15.0
56188,18.0
56189,13.0
56190,16.0
56191,18.0
56192,29.0
56193,24.0
56194,13.0
56195,16.0
56196,26.0
56197,18.0
56198,20.0
56199,12.0
56200,17.0
56201,14.0
56202,22.0
56203,22.0
56204,19.0
56205,16.0
56206,14.0
56207,16.0
56208,24.0
56209,20.0
56210,17.0
56211,17.0
56212,30.0
56213,22.0
56214,31.0
56215,6.0
56216,19.0
56217,12.0
56218,13.0
56219,14.0
56220,15.0
56221,18.0
56222,20.0
56223,22.0
56224,13.0
56225,17.0
56226,19.0
56227,26.0
56228,25.0
56229,23.0
56230,23.0
56231,19.0
56232,13.0
56233,12.0
56234,15.0
56235,8.0
56236,14.0
56237,18.0
56238,11.0
56239,26.0
56240,28.0
56241,20.0
56242,26.0
56243,25.0
56244,23.0
56245,15.0
56246,14.0
56247,15.0
56248,14.0
56249,19.0
56250,25.0
56251,18.0
56252,3.0
56253,19.0
56254,22.0
56255,22.0
56256,12.0
56257,19.0
56258,25.0
56259,13.0
56260,19.0
56261,8.0
56262,17.0
56263,10.0
56264,14.0
56265,17.0
56266,17.0
56267,20.0
56268,18.0
56269,12.0
56270,11.0
56271,8.0
56272,18.0
56273,25.0
56274,9.0
56275,24.0
56276,21.0
56277,26.0
56278,21.0
56279,23.0
56280,19.0
56281,10.0
56282,18.0
56283,17.0
56284,15.0
56285,16.0
56286,18.0
56287,16.0
56288,21.0
56289,18.0
56290,21.0
56291,12.0
56292,21.0
56293,25.0
56294,29.0
56295,16.0
56296,22.0
56297,10.0
56298,14.0
56299,22.0
56300,8.0
56301,22.0
56302,12.0
56303,24.0
56304,23.0
56305,15.0
56306,20.0
56307,14.0
56308,28.0
56309,20.0
56310,17.0
56311,26.0
56312,14.0
56313,16.0
56314,22.0
56315,13.0
56316,19.0
56317,15.0
56318,23.0
56319,12.0
56320,29.0
56321,24.0
56322,20.0
56323,15.0
56324,16.0
56325,21.0
56326,24.0
56327,18.0
56328,15.0
56329,16.0
56330,17.0
56331,15.0
56332,17.0
56333,12.0
56334,15.0
56335,24.0
56336,18.0
56337,16.0
56338,22.0
56339,18.0
56340,16.0
56341,18.0
56342,15.0
56343,16.0
56344,19.0
56345,7.0
56346,23.0
56347,22.0
56348,10.0
56349,15.0
56350,20.0
56351,35.0
56352,11.0
56353,12.0
56354,18.0
56355,21.0
56356,23.0
56357,24.0
56358,19.0
56359,13.0
56360,21.0
56361,12.0
56362,14.0
56363,21.0
56364,17.0
56365,16.0
56366,15.0
56367,18.0
56368,16.0
56369,16.0
56370,32.0
56371,20.0
56372,24.0
56373,9.0
56374,20.0
56375,28.0
56376,19.0
56377,17.0
56378,10.0
56379,27.0
56380,27.0
56381,21.0
56382,17.0
56383,24.0
56384,7.0
56385,28.0
56386,7.0
56387,13.0
56388,13.0
56389,26.0
56390,11.0
56391,27.0
56392,25.0
56393,13.0
56394,12.0
56395,13.0
56396,14.0
56397,13.0
56398,7.0
56399,15.0
56400,21.0
56401,17.0
56402,19.0
56403,16.0
56404,24.0
56405,4.0
56406,17.0
56407,16.0
56408,19.0
56409,22.0
56410,13.0
56411,25.0
56412,15.0
56413,24.0
56414,21.0
56415,12.0
56416,11.0
56417,20.0
56418,12.0
56419,11.0
56420,21.0
56421,13.0
56422,10.0
56423,9.0
56424,20.0
56425,19.0
56426,17.0
56427,12.0
56428,18.0
56429,20.0
56430,23.0
56431,12.0
56432,13.0
56433,30.0
56434,23.0
56435,12.0
56436,5.0
56437,15.0
56438,18.0
56439,17.0
56440,19.0
56441,14.0
56442,15.0
56443,24.0
56444,22.0
56445,18.0
56446,20.0
56447,19.0
56448,18.0
56449,18.0
56450,19.0
56451,28.0
56452,16.0
56453,14.0
56454,25.0
56455,18.0
56456,19.0
56457,16.0
56458,17.0
56459,25.0
56460,14.0
56461,8.0
56462,22.0
56463,15.0
56464,24.0
56465,23.0
56466,21.0
56467,19.0
56468,12.0
56469,25.0
56470,12.0
56471,20.0
56472,25.0
56473,26.0
56474,10.0
56475,26.0
56476,27.0
56477,20.0
56478,19.0
56479,27.0
56480,16.0
56481,30.0
56482,26.0
56483,10.0
56484,18.0
56485,8.0
56486,22.0
56487,16.0
56488,31.0
56489,15.0
56490,25.0
56491,31.0
56492,23.0
56493,22.0
56494,14.0
56495,23.0
56496,25.0
56497,19.0
56498,17.0
56499,25.0
56500,17.0
56501,17.0
56502,5.0
56503,24.0
56504,17.0
56505,18.0
56506,15.0
56507,12.0
56508,13.0
56509,15.0
56510,14.0
56511,12.0
56512,30.0
56513,14.0
56514,22.0
56515,22.0
56516,13.0
56517,25.0
56518,26.0
56519,16.0
56520,18.0
56521,15.0
56522,26.0
56523,15.0
56524,21.0
56525,21.0
56526,10.0
56527,18.0
56528,12.0
56529,16.0
56530,21.0
56531,18.0
56532,22.0
56533,27.0
56534,27.0
56535,14.0
56536,22.0
56537,19.0
56538,29.0
56539,13.0
56540,17.0
56541,27.0
56542,30.0
56543,31.0
56544,21.0
56545,27.0
56546,15.0
56547,11.0
56548,28.0
56549,21.0
56550,15.0
56551,21.0
56552,19.0
56553,17.0
56554,14.0
56555,28.0
56556,19.0
56557,29.0
56558,12.0
56559,18.0
56560,19.0
56561,21.0
56562,12.0
56563,14.0
56564,17.0
56565,23.0
56566,24.0
56567,20.0
56568,21.0
56569,15.0
56570,28.0
56571,28.0
56572,26.0
56573,16.0
56574,20.0
56575,21.0
56576,20.0
56577,30.0
56578,15.0
56579,21.0
56580,20.0
56581,17.0
56582,19.0
56583,13.0
56584,12.0
56585,26.0
56586,18.0
56587,16.0
56588,19.0
56589,17.0
56590,11.0
56591,24.0
56592,15.0
56593,22.0
56594,18.0
56595,19.0
56596,25.0
56597,19.0
56598,27.0
56599,12.0
56600,20.0
56601,20.0
56602,17.0
56603,19.0
56604,27.0
56605,18.0
56606,15.0
56607,23.0
56608,20.0
56609,21.0
56610,17.0
56611,25.0
56612,20.0
56613,30.0
56614,26.0
56615,16.0
56616,15.0
56617,18.0
56618,13.0
56619,12.0
56620,22.0
56621,20.0
56622,19.0
56623,13.0
56624,13.0
56625,23.0
56626,23.0
56627,21.0
56628,11.0
56629,18.0
56630,12.0
56631,15.0
56632,19.0
56633,16.0
56634,20.0
56635,22.0
56636,16.0
56637,14.0
56638,13.0
56639,25.0
56640,15.0
56641,19.0
56642,18.0
56643,16.0
56644,9.0
56645,28.0
56646,15.0
56647,28.0
56648,19.0
56649,17.0
56650,18.0
56651,9.0
56652,17.0
56653,20.0
56654,8.0
56655,23.0
56656,20.0
56657,21.0
56658,25.0
56659,23.0
56660,14.0
56661,18.0
56662,18.0
56663,14.0
56664,20.0
56665,23.0
56666,20.0
56667,33.0
56668,21.0
56669,22.0
56670,16.0
56671,15.0
56672,18.0
56673,15.0
56674,19.0
56675,18.0
56676,15.0
56677,19.0
56678,17.0
56679,23.0
56680,18.0
56681,9.0
56682,14.0
56683,21.0
56684,21.0
56685,21.0
56686,17.0
56687,16.0
56688,20.0
56689,24.0
56690,19.0
56691,22.0
56692,16.0
56693,29.0
56694,29.0
56695,18.0
56696,22.0
56697,26.0
56698,21.0
56699,20.0
56700,17.0
56701,23.0
56702,15.0
56703,21.0
56704,20.0
56705,20.0
56706,23.0
56707,19.0
56708,20.0
56709,20.0
56710,11.0
56711,22.0
56712,21.0
56713,18.0
56714,22.0
56715,18.0
56716,22.0
56717,20.0
56718,13.0
56719,14.0
56720,22.0
56721,21.0
56722,18.0
56723,19.0
56724,8.0
56725,19.0
56726,30.0
56727,24.0
56728,26.0
56729,23.0
56730,20.0
56731,22.0
56732,19.0
56733,27.0
56734,20.0
56735,21.0
56736,17.0
56737,22.0
56738,22.0
56739,19.0
56740,20.0
56741,23.0
56742,16.0
56743,14.0
56744,21.0
56745,24.0
56746,16.0
56747,18.0
56748,20.0
56749,25.0
56750,20.0
56751,16.0
56752,14.0
56753,16.0
56754,25.0
56755,26.0
56756,15.0
56757,13.0
56758,16.0
56759,22.0
56760,17.0
56761,18.0
56762,19.0
56763,18.0
56764,23.0
56765,9.0
56766,15.0
56767,25.0
56768,30.0
56769,12.0
56770,10.0
56771,15.0
56772,8.0
56773,22.0
56774,19.0
56775,24.0
56776,20.0
56777,19.0
56778,11.0
56779,20.0
56780,21.0
56781,26.0
56782,13.0
56783,22.0
56784,26.0
56785,31.0
56786,21.0
56787,24.0
56788,26.0
56789,12.0
56790,11.0
56791,7.0
56792,21.0
56793,13.0
56794,18.0
56795,23.0
56796,24.0
