episode,training_reward
1369,3.0
1370,10.0
1371,3.0
1372,6.0
1373,9.0
1374,8.0
1375,11.0
1376,15.0
1377,10.0
1378,10.0
1379,14.0
1380,7.0
1381,15.0
1382,9.0
1383,9.0
1384,9.0
1385,1.0
1386,10.0
1387,8.0
1388,9.0
1389,10.0
1390,8.0
1391,9.0
1392,6.0
1393,11.0
1394,10.0
1395,7.0
1396,5.0
1397,12.0
1398,16.0
1399,6.0
1400,8.0
1401,7.0
1402,9.0
1403,5.0
1404,15.0
1405,11.0
1406,4.0
1407,10.0
1408,12.0
1409,12.0
1410,8.0
1411,9.0
1412,14.0
1413,5.0
1414,9.0
1415,11.0
1416,5.0
1417,20.0
1418,9.0
1419,15.0
1420,8.0
1421,10.0
1422,11.0
1423,6.0
1424,9.0
1425,15.0
1426,11.0
1427,6.0
1428,1.0
1429,9.0
1430,12.0
1431,3.0
1432,12.0
1433,8.0
1434,9.0
1435,7.0
1436,7.0
1437,6.0
1438,12.0
1439,7.0
1440,6.0
1441,3.0
1442,6.0
1443,14.0
1444,10.0
1445,4.0
1446,7.0
1447,15.0
1448,8.0
1449,16.0
1450,15.0
1451,13.0
1452,8.0
1453,12.0
1454,8.0
1455,11.0
1456,5.0
1457,14.0
1458,10.0
1459,7.0
1460,9.0
1461,9.0
1462,17.0
1463,11.0
1464,11.0
1465,7.0
1466,19.0
1467,9.0
1468,9.0
1469,10.0
1470,16.0
1471,15.0
1472,7.0
1473,8.0
1474,9.0
1475,10.0
1476,8.0
1477,12.0
1478,7.0
1479,8.0
1480,3.0
1481,12.0
1482,4.0
1483,7.0
1484,13.0
1485,15.0
1486,7.0
1487,8.0
1488,11.0
1489,12.0
1490,10.0
1491,4.0
1492,6.0
1493,4.0
1494,6.0
1495,12.0
1496,1.0
1497,8.0
1498,10.0
1499,10.0
1500,9.0
1501,8.0
1502,5.0
1503,9.0
1504,25.0
1505,10.0
1506,5.0
1507,11.0
1508,10.0
1509,5.0
1510,22.0
1511,11.0
1512,18.0
1513,12.0
1514,10.0
1515,7.0
1516,11.0
1517,6.0
1518,6.0
1519,6.0
1520,5.0
1521,15.0
1522,4.0
1523,12.0
1524,10.0
1525,11.0
1526,14.0
1527,2.0
1528,5.0
1529,7.0
1530,6.0
1531,6.0
1532,12.0
1533,4.0
1534,12.0
1535,13.0
1536,13.0
1537,9.0
1538,6.0
1539,12.0
1540,8.0
1541,5.0
1542,4.0
1543,15.0
1544,7.0
1545,13.0
1546,8.0
1547,8.0
1548,12.0
1549,16.0
1550,13.0
1551,8.0
1552,3.0
1553,9.0
1554,8.0
1555,11.0
1556,9.0
1557,13.0
1558,7.0
1559,7.0
1560,9.0
1561,5.0
1562,6.0
1563,3.0
1564,5.0
1565,7.0
1566,11.0
1567,3.0
1568,11.0
1569,7.0
1570,8.0
1571,2.0
1572,9.0
1573,18.0
1574,7.0
1575,17.0
1576,11.0
1577,6.0
1578,7.0
1579,11.0
1580,8.0
1581,15.0
1582,10.0
1583,17.0
1584,17.0
1585,9.0
1586,10.0
1587,9.0
1588,11.0
1589,6.0
1590,11.0
1591,8.0
1592,12.0
1593,11.0
1594,18.0
1595,17.0
1596,10.0
1597,17.0
1598,9.0
1599,4.0
1600,6.0
1601,4.0
1602,4.0
1603,9.0
1604,3.0
1605,2.0
1606,6.0
1607,9.0
1608,6.0
1609,14.0
1610,3.0
1611,6.0
1612,8.0
1613,7.0
1614,5.0
1615,12.0
1616,7.0
1617,10.0
1618,10.0
1619,4.0
1620,6.0
1621,12.0
1622,13.0
1623,15.0
1624,11.0
1625,6.0
1626,10.0
1627,8.0
1628,17.0
1629,11.0
1630,10.0
1631,14.0
1632,13.0
1633,5.0
1634,15.0
1635,10.0
1636,10.0
1637,6.0
1638,10.0
1639,8.0
1640,14.0
1641,4.0
1642,13.0
1643,13.0
1644,6.0
1645,9.0
1646,10.0
1647,12.0
1648,6.0
1649,6.0
1650,14.0
1651,6.0
1652,10.0
1653,11.0
1654,13.0
1655,4.0
1656,14.0
1657,8.0
1658,8.0
1659,5.0
1660,8.0
1661,2.0
1662,15.0
1663,9.0
1664,14.0
1665,21.0
1666,11.0
1667,8.0
1668,2.0
1669,13.0
1670,11.0
1671,5.0
1672,6.0
1673,15.0
1674,9.0
1675,12.0
1676,10.0
1677,7.0
1678,3.0
1679,5.0
1680,7.0
1681,8.0
1682,3.0
1683,8.0
1684,7.0
1685,11.0
1686,10.0
1687,9.0
1688,7.0
1689,6.0
1690,6.0
1691,21.0
1692,4.0
1693,16.0
1694,9.0
1695,9.0
1696,10.0
1697,9.0
1698,9.0
1699,5.0
1700,8.0
1701,9.0
1702,3.0
1703,12.0
1704,10.0
1705,3.0
1706,13.0
1707,11.0
1708,14.0
1709,11.0
1710,18.0
1711,7.0
1712,7.0
1713,5.0
1714,9.0
1715,4.0
1716,13.0
1717,11.0
1718,9.0
1719,13.0
1720,17.0
1721,12.0
1722,8.0
1723,14.0
1724,8.0
1725,15.0
1726,8.0
1727,9.0
1728,6.0
1729,7.0
1730,9.0
1731,8.0
1732,17.0
1733,9.0
1734,7.0
1735,11.0
1736,8.0
1737,6.0
1738,8.0
1739,5.0
1740,6.0
1741,8.0
1742,13.0
1743,15.0
1744,9.0
1745,13.0
1746,5.0
1747,15.0
1748,5.0
1749,23.0
1750,13.0
1751,8.0
1752,16.0
1753,11.0
1754,7.0
1755,7.0
1756,5.0
1757,6.0
1758,11.0
1759,7.0
1760,10.0
1761,10.0
1762,7.0
1763,11.0
1764,6.0
1765,6.0
1766,4.0
1767,7.0
1768,14.0
1769,6.0
1770,9.0
1771,15.0
1772,11.0
1773,6.0
1774,6.0
1775,12.0
1776,12.0
1777,17.0
1778,8.0
1779,14.0
1780,6.0
1781,18.0
1782,14.0
1783,6.0
1784,2.0
1785,9.0
1786,14.0
1787,9.0
1788,19.0
1789,8.0
1790,12.0
1791,5.0
1792,20.0
1793,5.0
1794,13.0
1795,5.0
1796,12.0
1797,10.0
1798,11.0
1799,2.0
1800,3.0
1801,13.0
1802,8.0
1803,11.0
1804,12.0
1805,9.0
1806,8.0
1807,14.0
1808,16.0
1809,7.0
1810,5.0
1811,11.0
1812,7.0
1813,6.0
1814,11.0
1815,5.0
1816,4.0
1817,7.0
1818,9.0
1819,10.0
1820,12.0
1821,12.0
1822,8.0
1823,17.0
1824,16.0
1825,9.0
1826,8.0
1827,12.0
1828,5.0
1829,8.0
1830,11.0
1831,6.0
1832,11.0
1833,8.0
1834,7.0
1835,9.0
1836,10.0
1837,10.0
1838,5.0
1839,12.0
1840,15.0
1841,10.0
1842,7.0
1843,3.0
1844,14.0
1845,13.0
1846,6.0
1847,11.0
1848,10.0
1849,8.0
1850,12.0
1851,5.0
1852,6.0
1853,8.0
1854,4.0
1855,11.0
1856,4.0
1857,5.0
1858,21.0
1859,10.0
1860,7.0
1861,2.0
1862,10.0
1863,7.0
1864,9.0
1865,10.0
1866,14.0
1867,8.0
1868,8.0
1869,8.0
1870,8.0
1871,7.0
1872,7.0
1873,9.0
1874,3.0
1875,5.0
1876,5.0
1877,10.0
1878,9.0
1879,5.0
1880,8.0
1881,6.0
1882,14.0
1883,10.0
1884,12.0
1885,15.0
1886,7.0
1887,14.0
1888,14.0
1889,5.0
1890,5.0
1891,4.0
1892,3.0
1893,6.0
1894,5.0
1895,5.0
1896,4.0
1897,6.0
1898,14.0
1899,13.0
1900,5.0
1901,3.0
1902,11.0
1903,3.0
1904,5.0
1905,7.0
1906,5.0
1907,16.0
1908,9.0
1909,9.0
1910,12.0
1911,12.0
1912,17.0
1913,11.0
1914,7.0
1915,7.0
1916,14.0
1917,1.0
1918,8.0
1919,2.0
1920,4.0
1921,14.0
1922,14.0
1923,7.0
1924,10.0
1925,15.0
1926,3.0
1927,8.0
1928,9.0
1929,7.0
1930,14.0
1931,8.0
1932,6.0
1933,9.0
1934,12.0
1935,14.0
1936,8.0
1937,10.0
1938,13.0
1939,12.0
1940,5.0
1941,6.0
1942,9.0
1943,15.0
1944,9.0
1945,9.0
1946,10.0
1947,11.0
1948,9.0
1949,3.0
1950,10.0
1951,14.0
1952,7.0
1953,14.0
1954,7.0
1955,5.0
1956,11.0
1957,8.0
1958,6.0
1959,13.0
1960,11.0
1961,12.0
1962,19.0
1963,11.0
1964,5.0
1965,11.0
1966,9.0
1967,5.0
1968,5.0
1969,12.0
1970,16.0
1971,7.0
1972,15.0
1973,8.0
1974,6.0
1975,6.0
1976,7.0
1977,2.0
1978,13.0
1979,10.0
1980,11.0
1981,5.0
1982,3.0
1983,7.0
1984,13.0
1985,15.0
1986,18.0
1987,1.0
1988,9.0
1989,9.0
1990,2.0
1991,16.0
1992,9.0
1993,9.0
1994,11.0
1995,7.0
1996,6.0
1997,8.0
1998,12.0
1999,10.0
2000,12.0
2001,13.0
2002,11.0
2003,4.0
2004,15.0
2005,12.0
2006,12.0
2007,9.0
2008,9.0
2009,22.0
2010,6.0
2011,3.0
2012,4.0
2013,7.0
2014,14.0
2015,11.0
2016,16.0
2017,8.0
2018,6.0
2019,4.0
2020,20.0
2021,5.0
2022,13.0
2023,9.0
2024,10.0
2025,8.0
2026,8.0
2027,7.0
2028,13.0
2029,10.0
2030,7.0
2031,12.0
2032,7.0
2033,9.0
2034,7.0
2035,11.0
2036,6.0
2037,10.0
2038,4.0
2039,6.0
2040,8.0
2041,11.0
2042,9.0
2043,6.0
2044,3.0
2045,10.0
2046,11.0
2047,9.0
2048,7.0
2049,10.0
2050,6.0
2051,9.0
2052,9.0
2053,9.0
2054,7.0
2055,11.0
2056,10.0
2057,8.0
2058,9.0
2059,13.0
2060,4.0
2061,6.0
2062,5.0
2063,12.0
2064,5.0
2065,12.0
2066,8.0
2067,16.0
2068,6.0
2069,8.0
2070,5.0
2071,14.0
2072,5.0
2073,5.0
2074,4.0
2075,7.0
2076,8.0
2077,9.0
2078,6.0
2079,11.0
2080,5.0
2081,4.0
2082,5.0
2083,11.0
2084,8.0
2085,10.0
2086,23.0
2087,17.0
2088,8.0
2089,6.0
2090,9.0
2091,12.0
2092,7.0
2093,16.0
2094,6.0
2095,11.0
2096,10.0
2097,15.0
2098,5.0
2099,13.0
2100,8.0
2101,7.0
2102,5.0
2103,6.0
2104,5.0
2105,10.0
2106,7.0
2107,10.0
2108,7.0
2109,9.0
2110,12.0
2111,7.0
2112,10.0
2113,11.0
2114,18.0
2115,12.0
2116,6.0
2117,4.0
2118,6.0
2119,5.0
2120,10.0
2121,7.0
2122,11.0
2123,13.0
2124,7.0
2125,15.0
2126,13.0
2127,10.0
2128,11.0
2129,27.0
2130,10.0
2131,13.0
2132,14.0
2133,7.0
2134,11.0
2135,5.0
2136,8.0
2137,10.0
2138,2.0
2139,8.0
2140,7.0
