phase,episode,reward,positions
training,49165,35.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (2, -1, 2), (3, -1, 2), (3, -1, 3), (4, -1, 3), (4, -1, 2), (4, 0, 2), (3, 0, 2), (3, 0, 1), (2, 0, 1), (2, 0, 2), (2, 1, 2), (3, 1, 2), (4, 1, 2), (4, 2, 2), (4, 2, 1), (4, 1, 1), (5, 1, 1), (5, 1, 2), (5, 0, 2), (5, 0, 3), (5, -1, 3), (5, -2, 3), (5, -3, 3), (5, -3, 2), (5, -2, 2), (5, -1, 2), (5, -1, 1), (4, -1, 1), (4, 0, 1), (5, 0, 1), (5, 0, 0), (4, 0, 0), (4, 1, 0), (3, 1, 0), (3, 1, 1), (3, 2, 1), (3, 2, 0), (3, 2, -1), (4, 2, -1), (4, 1, -1), (5, 1, -1), (5, 1, 0), (5, 2, 0), (5, 2, 1), (5, 3, 1), (5, 3, 2), (5, 2, 2), (5, 2, 3), (5, 1, 3), (4, 1, 3), (4, 0, 3), (3, 0, 3), (3, 0, 4)]"
training,49985,35.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (2, -1, 1), (1, -1, 1), (1, -1, 2), (2, -1, 2), (2, -2, 2), (1, -2, 2), (1, -2, 1), (0, -2, 1), (0, -2, 0), (-1, -2, 0), (-1, -1, 0), (-1, -1, 1), (-1, -2, 1), (-1, -2, 2), (0, -2, 2), (0, -1, 2), (0, -1, 1), (0, -1, 0), (1, -1, 0), (1, -2, 0), (2, -2, 0), (2, -2, -1), (1, -2, -1), (1, -1, -1), (0, -1, -1), (-1, -1, -1), (-1, -1, -2), (-1, -2, -2), (-1, -2, -1), (0, -2, -1), (0, -3, -1), (-1, -3, -1), (-1, -3, -2), (-1, -4, -2), (-1, -4, -1), (-1, -4, 0), (-1, -3, 0), (0, -3, 0), (0, -3, 1), (1, -3, 1), (1, -4, 1), (0, -4, 1), (0, -4, 0), (1, -4, 0), (1, -3, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (3, -2, 1), (3, -2, 2), (4, -2, 2), (5, -2, 2), (5, -3, 2), (6, -3, 2), (6, -4, 2), (7, -4, 2)]"
training,51404,38.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 2), (1, -3, 2), (1, -3, 1), (2, -3, 1), (2, -4, 1), (2, -4, 0), (2, -3, 0), (2, -3, -1), (2, -4, -1), (2, -4, -2), (2, -5, -2), (2, -5, -1), (2, -5, 0), (3, -5, 0), (3, -4, 0), (3, -4, 1), (3, -3, 1), (3, -3, 2), (2, -3, 2), (2, -2, 2), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, -2, 0), (1, -2, 0), (1, -3, 0), (1, -4, 0), (1, -4, 1), (1, -5, 1), (1, -5, 2), (1, -4, 2), (1, -4, 3), (1, -4, 4), (1, -5, 4), (1, -5, 3), (2, -5, 3), (2, -5, 2), (2, -5, 1), (3, -5, 1), (3, -5, 2), (3, -5, 3), (3, -4, 3), (3, -4, 2), (2, -4, 2), (2, -4, 3), (2, -4, 4), (2, -5, 4), (3, -5, 4), (3, -6, 4), (3, -6, 3), (2, -6, 3), (1, -6, 3), (0, -6, 3), (0, -5, 3), (-1, -5, 3)]"
training,60358,38.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (2, -1, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -2, 2), (3, -1, 2), (3, -1, 1), (2, -1, 1), (1, -1, 1), (1, -2, 1), (1, -2, 2), (1, -1, 2), (2, -1, 2), (2, -1, 3), (2, 0, 3), (2, 0, 2), (3, 0, 2), (3, 0, 1), (2, 0, 1), (1, 0, 1), (1, 0, 2), (1, 1, 2), (2, 1, 2), (2, 1, 3), (3, 1, 3), (3, 1, 4), (3, 0, 4), (3, 0, 3), (3, -1, 3), (3, -2, 3), (3, -2, 4), (4, -2, 4), (4, -2, 3), (4, -1, 3), (4, -1, 2), (4, 0, 2), (4, 0, 1), (4, -1, 1), (4, -1, 0), (4, -2, 0), (4, -2, 1), (4, -3, 1), (4, -3, 2), (4, -3, 3), (3, -3, 3), (2, -3, 3), (2, -3, 2), (2, -2, 2), (2, -2, 3), (2, -2, 4), (2, -1, 4), (2, 0, 4), (2, 1, 4), (2, 2, 4), (2, 3, 4)]"
training,62253,38.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (3, -2, 0), (2, -2, 0), (1, -2, 0), (1, -2, 1), (1, -1, 1), (1, -1, 2), (1, -2, 2), (1, -3, 2), (1, -3, 1), (1, -3, 0), (2, -3, 0), (2, -3, -1), (3, -3, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1), (1, -1, -1), (1, -1, 0), (2, -1, 0), (2, -1, -1), (2, -1, -2), (1, -1, -2), (1, -2, -2), (2, -2, -2), (2, -3, -2), (1, -3, -2), (1, -3, -1), (0, -3, -1), (0, -3, 0), (0, -3, 1), (0, -2, 1), (0, -2, 0), (0, -2, -1), (0, -1, -1), (0, -1, 0), (0, -1, 1), (0, 0, 1), (1, 0, 1), (1, 0, 2), (1, 1, 2), (1, 1, 3), (1, 0, 3), (2, 0, 3), (2, 0, 2), (2, 1, 2), (2, 1, 1), (2, 0, 1), (2, -1, 1), (2, -1, 2), (2, -1, 3), (3, -1, 3), (3, -1, 2), (3, 0, 2), (3, 0, 1), (3, -1, 1)]"
training,62633,38.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (2, -1, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (1, -1, 1), (1, -1, 2), (1, 0, 2), (1, 0, 3), (1, -1, 3), (2, -1, 3), (3, -1, 3), (3, -2, 3), (3, -2, 2), (3, -1, 2), (2, -1, 2), (2, 0, 2), (2, 0, 1), (1, 0, 1), (1, 1, 1), (1, 1, 2), (2, 1, 2), (2, 1, 1), (2, 1, 0), (2, 0, 0), (2, 0, -1), (2, 0, -2), (2, -1, -2), (2, -1, -1), (3, -1, -1), (3, -1, 0), (3, 0, 0), (3, 1, 0), (3, 1, 1), (3, 2, 1), (2, 2, 1), (2, 2, 2), (2, 3, 2), (2, 3, 1), (3, 3, 1), (3, 3, 2), (3, 2, 2), (3, 2, 3), (3, 1, 3), (3, 1, 2), (3, 0, 2), (4, 0, 2), (4, 0, 1), (3, 0, 1), (3, -1, 1), (4, -1, 1), (4, -1, 0), (4, -2, 0), (4, -2, -1), (4, -2, -2), (4, -2, -3)]"
training,66073,38.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (2, 0, 2), (3, 0, 2), (3, 0, 1), (3, -1, 1), (3, -1, 2), (2, -1, 2), (2, -2, 2), (2, -2, 1), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -2, 2), (3, -2, 3), (3, -1, 3), (4, -1, 3), (4, -1, 2), (4, -1, 1), (4, 0, 1), (4, 0, 0), (4, -1, 0), (5, -1, 0), (5, -2, 0), (6, -2, 0), (6, -1, 0), (6, -1, 1), (5, -1, 1), (5, 0, 1), (5, 1, 1), (4, 1, 1), (4, 2, 1), (4, 2, 0), (4, 1, 0), (4, 1, -1), (4, 0, -1), (4, 0, -2), (4, -1, -2), (4, -1, -1), (3, -1, -1), (3, 0, -1), (3, 1, -1), (3, 1, 0), (2, 1, 0), (2, 1, 1), (2, 2, 1), (2, 2, 0), (3, 2, 0), (3, 2, 1), (3, 1, 1), (3, 1, 2), (4, 1, 2), (4, 0, 2), (5, 0, 2)]"
training,66799,38.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (2, -1, 0), (2, -1, 1), (2, -1, 2), (2, -1, 3), (3, -1, 3), (3, -1, 2), (3, 0, 2), (3, 0, 1), (3, 0, 0), (3, -1, 0), (3, -1, 1), (4, -1, 1), (4, -1, 2), (4, 0, 2), (4, 0, 1), (4, 1, 1), (3, 1, 1), (3, 1, 2), (2, 1, 2), (2, 2, 2), (2, 2, 1), (2, 1, 1), (1, 1, 1), (1, 1, 2), (1, 2, 2), (1, 2, 1), (1, 3, 1), (1, 4, 1), (2, 4, 1), (2, 4, 0), (2, 3, 0), (2, 3, 1), (3, 3, 1), (3, 3, 2), (3, 2, 2), (3, 2, 1), (3, 2, 0), (3, 1, 0), (3, 1, -1), (3, 0, -1), (3, 0, -2), (3, 1, -2), (2, 1, -2), (2, 1, -1), (2, 2, -1), (2, 2, 0), (2, 1, 0), (2, 0, 0), (2, 0, 1), (2, 0, 2), (1, 0, 2), (1, 0, 1), (1, -1, 1), (1, -1, 2), (0, -1, 2), (0, 0, 2), (0, 0, 1)]"
training,67512,40.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -1, 1), (2, -1, 1), (2, -1, 2), (2, 0, 2), (2, 0, 1), (3, 0, 1), (3, -1, 1), (3, -1, 2), (3, 0, 2), (3, 0, 3), (3, -1, 3), (3, -2, 3), (3, -3, 3), (3, -3, 2), (3, -2, 2), (3, -2, 1), (2, -2, 1), (2, -2, 0), (3, -2, 0), (3, -1, 0), (4, -1, 0), (4, -2, 0), (4, -2, 1), (4, -1, 1), (4, -1, 2), (4, -2, 2), (4, -2, 3), (4, -3, 3), (4, -3, 2), (4, -3, 1), (3, -3, 1), (3, -3, 0), (2, -3, 0), (2, -3, 1), (1, -3, 1), (1, -3, 0), (1, -4, 0), (1, -4, 1), (2, -4, 1), (2, -4, 2), (2, -4, 3), (2, -3, 3), (2, -2, 3), (2, -2, 2), (1, -2, 2), (1, -2, 1), (1, -2, 0), (1, -2, -1), (1, -1, -1), (0, -1, -1), (0, -1, 0), (0, -2, 0), (0, -2, 1), (0, -3, 1), (-1, -3, 1)]"
training,69533,40.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (4, -1, 0), (4, -1, 1), (4, 0, 1), (3, 0, 1), (2, 0, 1), (2, 0, 2), (2, -1, 2), (2, -1, 3), (2, 0, 3), (3, 0, 3), (3, 1, 3), (3, 1, 2), (3, 0, 2), (3, -1, 2), (3, -1, 1), (3, -2, 1), (2, -2, 1), (2, -2, 0), (2, -1, 0), (2, -1, 1), (1, -1, 1), (1, -2, 1), (1, -2, 2), (1, -1, 2), (1, -1, 3), (1, -2, 3), (1, -2, 4), (2, -2, 4), (2, -3, 4), (2, -3, 3), (2, -2, 3), (2, -2, 2), (3, -2, 2), (3, -3, 2), (3, -3, 3), (3, -2, 3), (3, -2, 4), (3, -3, 4), (4, -3, 4), (5, -3, 4), (5, -2, 4), (5, -2, 3), (5, -1, 3), (5, -1, 2), (5, -1, 1), (5, 0, 1), (5, 0, 2), (4, 0, 2), (4, 0, 3), (4, -1, 3), (4, -1, 2), (4, -2, 2), (4, -2, 1), (4, -2, 0), (4, -2, -1)]"
training,81487,41.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, -1, 1), (-1, -1, 2), (-1, 0, 2), (0, 0, 2), (1, 0, 2), (2, 0, 2), (2, -1, 2), (2, -1, 3), (1, -1, 3), (1, -1, 2), (1, -1, 1), (0, -1, 1), (0, -1, 2), (0, -2, 2), (0, -2, 3), (0, -1, 3), (-1, -1, 3), (-1, -1, 4), (-1, -2, 4), (-1, -2, 3), (-1, -2, 2), (-1, -2, 1), (-1, -2, 0), (0, -2, 0), (0, -2, 1), (1, -2, 1), (2, -2, 1), (2, -2, 0), (1, -2, 0), (1, -2, -1), (0, -2, -1), (0, -1, -1), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 0, -1), (-1, -1, -1), (-1, -2, -1), (-2, -2, -1), (-2, -2, 0), (-2, -1, 0), (-2, -1, 1), (-2, 0, 1), (-2, 0, 2), (-2, -1, 2), (-3, -1, 2), (-3, -1, 1), (-3, 0, 1), (-3, 0, 0), (-3, -1, 0), (-3, -1, -1)]"
training,81770,41.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (4, -1, 1), (4, 0, 1), (3, 0, 1), (2, 0, 1), (2, 0, 2), (3, 0, 2), (3, 1, 2), (2, 1, 2), (2, 1, 3), (3, 1, 3), (3, 0, 3), (4, 0, 3), (4, 0, 2), (4, 1, 2), (4, 1, 1), (3, 1, 1), (3, 2, 1), (3, 2, 2), (4, 2, 2), (5, 2, 2), (6, 2, 2), (6, 2, 1), (5, 2, 1), (5, 3, 1), (5, 3, 2), (4, 3, 2), (4, 3, 1), (4, 2, 1), (4, 2, 0), (4, 1, 0), (4, 1, -1), (4, 2, -1), (3, 2, -1), (3, 2, 0), (3, 1, 0), (3, 1, -1), (3, 0, -1), (3, 0, -2), (3, 1, -2), (2, 1, -2), (2, 1, -1), (2, 2, -1), (2, 2, 0), (2, 1, 0), (2, 1, 1), (1, 1, 1), (1, 1, 0), (1, 2, 0), (1, 2, 1), (2, 2, 1), (2, 3, 1), (2, 3, 0), (3, 3, 0), (3, 3, 1)]"
training,86479,41.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (3, 0, 1), (3, 1, 1), (3, 1, 0), (3, 2, 0), (2, 2, 0), (2, 2, 1), (2, 2, 2), (3, 2, 2), (3, 2, 1), (4, 2, 1), (4, 1, 1), (4, 1, 0), (4, 2, 0), (4, 2, -1), (3, 2, -1), (3, 1, -1), (2, 1, -1), (2, 1, 0), (2, 1, 1), (2, 1, 2), (3, 1, 2), (4, 1, 2), (5, 1, 2), (5, 1, 1), (5, 0, 1), (5, 0, 0), (5, 1, 0), (5, 1, -1), (4, 1, -1), (4, 1, -2), (3, 1, -2), (3, 2, -2), (2, 2, -2), (2, 1, -2), (1, 1, -2), (1, 1, -1), (1, 0, -1), (2, 0, -1), (2, 0, -2), (3, 0, -2), (3, 0, -1), (4, 0, -1), (4, 0, 0), (4, 0, 1), (4, -1, 1), (4, -1, 0), (5, -1, 0), (5, -1, -1), (5, 0, -1), (5, 0, -2), (5, 1, -2), (5, 1, -3)]"
training,86741,42.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (3, 0, 1), (3, 1, 1), (3, 1, 0), (2, 1, 0), (2, 1, 1), (2, 2, 1), (2, 2, 0), (3, 2, 0), (3, 2, -1), (3, 1, -1), (4, 1, -1), (4, 1, 0), (4, 1, 1), (4, 0, 1), (4, -1, 1), (3, -1, 1), (3, -1, 2), (2, -1, 2), (2, 0, 2), (3, 0, 2), (4, 0, 2), (4, 0, 3), (4, -1, 3), (4, -1, 2), (5, -1, 2), (5, -1, 1), (5, 0, 1), (5, 0, 0), (5, 1, 0), (5, 1, -1), (5, 0, -1), (4, 0, -1), (3, 0, -1), (3, -1, -1), (4, -1, -1), (4, -1, -2), (4, -1, -3), (3, -1, -3), (3, -1, -2), (3, 0, -2), (4, 0, -2), (4, 1, -2), (4, 2, -2), (4, 2, -1), (5, 2, -1), (5, 2, 0), (4, 2, 0), (4, 2, 1), (3, 2, 1), (3, 3, 1)]"
training,87553,45.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (2, -1, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (2, -1, 2), (2, 0, 2), (2, 0, 3), (2, 1, 3), (1, 1, 3), (1, 0, 3), (1, 0, 2), (1, 1, 2), (2, 1, 2), (2, 1, 1), (2, 0, 1), (3, 0, 1), (3, 0, 2), (3, 1, 2), (3, 1, 3), (4, 1, 3), (4, 1, 2), (4, 0, 2), (4, 0, 3), (3, 0, 3), (3, 0, 4), (2, 0, 4), (2, -1, 4), (2, -1, 3), (3, -1, 3), (3, -1, 2), (3, -1, 1), (4, -1, 1), (4, -1, 0), (4, -2, 0), (3, -2, 0), (3, -2, 1), (4, -2, 1), (5, -2, 1), (5, -2, 0), (5, -1, 0), (5, -1, -1), (4, -1, -1), (4, 0, -1), (4, 0, 0), (4, 0, 1), (4, 1, 1), (3, 1, 1), (3, 1, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (3, 0, -1), (3, -1, -1), (2, -1, -1), (1, -1, -1)]"
training,88212,45.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (3, 0, 1), (3, 1, 1), (3, 1, 0), (4, 1, 0), (4, 0, 0), (4, 0, 1), (4, -1, 1), (3, -1, 1), (3, -1, 2), (2, -1, 2), (2, 0, 2), (3, 0, 2), (3, 1, 2), (4, 1, 2), (4, 1, 1), (5, 1, 1), (5, 1, 2), (5, 2, 2), (5, 2, 1), (4, 2, 1), (4, 2, 2), (4, 2, 3), (4, 1, 3), (4, 0, 3), (4, 0, 2), (5, 0, 2), (5, 0, 1), (5, 0, 0), (5, 1, 0), (5, 2, 0), (4, 2, 0), (4, 3, 0), (4, 3, 1), (3, 3, 1), (3, 3, 0), (3, 2, 0), (3, 2, -1), (3, 1, -1), (3, 0, -1), (2, 0, -1), (2, 1, -1), (2, 1, 0), (2, 2, 0), (2, 2, 1), (3, 2, 1), (3, 2, 2), (2, 2, 2), (2, 1, 2), (2, 1, 1), (1, 1, 1), (1, 0, 1), (1, 0, 2)]"
training,98824,45.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (3, -1, 1), (3, 0, 1), (3, 0, 2), (3, 1, 2), (3, 1, 1), (4, 1, 1), (4, 0, 1), (4, 0, 2), (4, -1, 2), (3, -1, 2), (2, -1, 2), (2, -1, 1), (2, 0, 1), (2, 0, 2), (2, 1, 2), (2, 1, 1), (2, 1, 0), (2, 2, 0), (2, 2, 1), (2, 3, 1), (2, 3, 2), (2, 2, 2), (2, 2, 3), (2, 2, 4), (2, 3, 4), (2, 3, 3), (3, 3, 3), (3, 3, 2), (3, 2, 2), (3, 2, 1), (3, 2, 0), (3, 1, 0), (4, 1, 0), (4, 2, 0), (4, 2, 1), (4, 2, 2), (4, 1, 2), (4, 1, 3), (4, 0, 3), (3, 0, 3), (3, 1, 3), (3, 2, 3), (4, 2, 3), (4, 3, 3), (4, 3, 2), (4, 3, 1), (3, 3, 1), (3, 3, 0), (4, 3, 0), (4, 3, -1), (4, 2, -1), (5, 2, -1), (5, 2, 0)]"
training,104942,45.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (3, -2, 0), (2, -2, 0), (2, -1, 0), (2, -1, 1), (2, -2, 1), (2, -2, 2), (2, -1, 2), (3, -1, 2), (3, 0, 2), (3, 0, 1), (3, -1, 1), (3, -2, 1), (3, -3, 1), (2, -3, 1), (2, -3, 0), (3, -3, 0), (3, -3, -1), (4, -3, -1), (4, -2, -1), (4, -2, -2), (4, -3, -2), (3, -3, -2), (3, -4, -2), (3, -4, -1), (2, -4, -1), (2, -3, -1), (2, -2, -1), (3, -2, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -3, -2), (1, -3, -2), (1, -2, -2), (1, -2, -1), (1, -3, -1), (1, -3, 0), (1, -2, 0), (1, -1, 0), (1, -1, -1), (2, -1, -1), (2, 0, -1), (3, 0, -1), (3, 0, -2), (2, 0, -2), (2, -1, -2), (1, -1, -2), (1, 0, -2), (1, 0, -1), (1, 1, -1), (2, 1, -1), (2, 1, -2)]"
training,107326,45.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (4, -1, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -2, 2), (2, -2, 2), (2, -1, 2), (3, -1, 2), (3, 0, 2), (2, 0, 2), (2, 0, 1), (3, 0, 1), (3, 1, 1), (3, 1, 2), (2, 1, 2), (2, 1, 1), (2, 2, 1), (2, 2, 2), (3, 2, 2), (3, 2, 1), (4, 2, 1), (4, 1, 1), (4, 0, 1), (4, 0, 2), (4, 1, 2), (4, 1, 3), (3, 1, 3), (3, 0, 3), (3, -1, 3), (2, -1, 3), (2, 0, 3), (2, 1, 3), (2, 1, 4), (3, 1, 4), (3, 0, 4), (4, 0, 4), (4, 0, 3), (4, -1, 3), (4, -1, 2), (4, -2, 2), (4, -2, 1), (3, -2, 1), (3, -2, 2), (3, -3, 2), (4, -3, 2), (4, -3, 3), (4, -2, 3), (3, -2, 3), (3, -2, 4)]"
training,108449,45.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (3, -2, 0), (2, -2, 0), (2, -1, 0), (2, -1, 1), (2, -1, 2), (2, 0, 2), (2, 1, 2), (2, 1, 3), (2, 0, 3), (1, 0, 3), (1, 0, 2), (1, 1, 2), (1, 1, 1), (2, 1, 1), (2, 1, 0), (3, 1, 0), (3, 1, 1), (4, 1, 1), (4, 1, 0), (4, 1, -1), (4, 0, -1), (3, 0, -1), (3, -1, -1), (2, -1, -1), (1, -1, -1), (1, -1, 0), (1, -2, 0), (1, -2, 1), (1, -1, 1), (1, 0, 1), (2, 0, 1), (3, 0, 1), (3, -1, 1), (3, -2, 1), (2, -2, 1), (2, -2, 2), (3, -2, 2), (3, -2, 3), (3, -2, 4), (2, -2, 4), (2, -2, 3), (2, -1, 3), (3, -1, 3), (3, -1, 2), (3, 0, 2), (3, 1, 2), (4, 1, 2), (4, 0, 2), (4, 0, 1), (4, -1, 1), (5, -1, 1), (5, -1, 2), (5, -1, 3)]"
training,109147,45.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (3, -1, 1), (3, 0, 1), (4, 0, 1), (4, 1, 1), (3, 1, 1), (3, 2, 1), (4, 2, 1), (4, 2, 0), (4, 1, 0), (3, 1, 0), (2, 1, 0), (2, 1, 1), (2, 0, 1), (1, 0, 1), (1, 0, 2), (2, 0, 2), (2, 1, 2), (3, 1, 2), (4, 1, 2), (4, 1, 3), (3, 1, 3), (3, 0, 3), (4, 0, 3), (4, 0, 2), (3, 0, 2), (3, -1, 2), (2, -1, 2), (2, -2, 2), (3, -2, 2), (3, -2, 1), (3, -3, 1), (2, -3, 1), (2, -2, 1), (2, -2, 0), (3, -2, 0), (3, -2, -1), (2, -2, -1), (1, -2, -1), (1, -2, 0), (1, -1, 0), (1, -1, 1), (1, -1, 2), (1, -2, 2), (0, -2, 2), (0, -3, 2), (1, -3, 2), (1, -3, 1), (1, -2, 1), (0, -2, 1), (0, -3, 1), (-1, -3, 1)]"
training,109396,46.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (5, 0, 0), (5, -1, 0), (4, -1, 0), (4, -1, 1), (4, 0, 1), (4, 1, 1), (4, 1, 0), (4, 2, 0), (4, 2, 1), (4, 3, 1), (4, 3, 0), (3, 3, 0), (3, 2, 0), (3, 2, 1), (3, 1, 1), (3, 1, 0), (3, 1, -1), (4, 1, -1), (4, 2, -1), (3, 2, -1), (2, 2, -1), (2, 1, -1), (2, 1, 0), (2, 2, 0), (2, 2, 1), (2, 1, 1), (2, 0, 1), (3, 0, 1), (3, -1, 1), (3, -1, 0), (3, -2, 0), (3, -2, -1), (3, -1, -1), (2, -1, -1), (2, -1, 0), (2, -2, 0), (2, -2, -1), (2, -2, -2), (3, -2, -2), (3, -2, -3), (4, -2, -3), (4, -2, -2), (4, -1, -2), (4, -1, -1), (4, 0, -1), (3, 0, -1), (3, 0, -2), (3, -1, -2), (2, -1, -2), (2, 0, -2), (2, 0, -1), (1, 0, -1), (1, -1, -1), (1, -1, 0), (1, -2, 0)]"
training,115338,46.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (3, -1, 1), (4, -1, 1), (4, 0, 1), (3, 0, 1), (2, 0, 1), (2, 0, 2), (3, 0, 2), (4, 0, 2), (4, -1, 2), (4, -2, 2), (3, -2, 2), (3, -1, 2), (2, -1, 2), (2, -2, 2), (2, -2, 3), (3, -2, 3), (3, -1, 3), (2, -1, 3), (2, -1, 4), (3, -1, 4), (3, -2, 4), (2, -2, 4), (1, -2, 4), (1, -2, 3), (1, -2, 2), (1, -2, 1), (2, -2, 1), (2, -2, 0), (3, -2, 0), (3, -2, 1), (4, -2, 1), (4, -3, 1), (3, -3, 1), (3, -3, 2), (3, -3, 3), (3, -4, 3), (3, -4, 2), (3, -4, 1), (3, -4, 0), (3, -3, 0), (2, -3, 0), (2, -3, 1), (2, -3, 2), (2, -3, 3), (1, -3, 3), (1, -3, 2), (1, -3, 1), (1, -3, 0), (1, -2, 0), (1, -1, 0), (1, -1, -1)]"
training,121935,46.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, -1, 2), (2, 0, 2), (2, 0, 1), (3, 0, 1), (3, -1, 1), (4, -1, 1), (5, -1, 1), (5, -1, 2), (4, -1, 2), (3, -1, 2), (3, 0, 2), (3, 1, 2), (2, 1, 2), (2, 1, 1), (3, 1, 1), (4, 1, 1), (4, 0, 1), (4, 0, 2), (4, 0, 3), (3, 0, 3), (3, 0, 4), (4, 0, 4), (4, -1, 4), (4, -1, 3), (3, -1, 3), (2, -1, 3), (2, 0, 3), (2, 1, 3), (3, 1, 3), (4, 1, 3), (4, 1, 2), (4, 2, 2), (5, 2, 2), (5, 1, 2), (6, 1, 2), (6, 1, 1), (5, 1, 1), (5, 0, 1), (5, 0, 2), (5, 0, 3), (5, 1, 3), (5, 2, 3), (4, 2, 3), (3, 2, 3), (3, 2, 2), (3, 2, 1), (4, 2, 1), (5, 2, 1), (6, 2, 1), (6, 2, 2), (7, 2, 2)]"
training,124514,46.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (2, 0, 2), (2, 0, 3), (3, 0, 3), (3, -1, 3), (3, -1, 2), (3, -1, 1), (3, -2, 1), (4, -2, 1), (4, -1, 1), (4, -1, 2), (4, 0, 2), (3, 0, 2), (3, 0, 1), (4, 0, 1), (4, 1, 1), (4, 1, 2), (3, 1, 2), (2, 1, 2), (2, 1, 3), (2, 1, 4), (2, 2, 4), (2, 2, 3), (2, 2, 2), (2, 2, 1), (2, 1, 1), (3, 1, 1), (3, 1, 0), (2, 1, 0), (2, 2, 0), (3, 2, 0), (3, 2, 1), (3, 2, 2), (3, 2, 3), (3, 1, 3), (4, 1, 3), (4, 0, 3), (5, 0, 3), (5, 0, 2), (5, 0, 1), (5, 0, 0), (4, 0, 0), (4, 1, 0), (4, 2, 0), (4, 2, 1), (4, 2, 2), (4, 2, 3), (4, 2, 4), (3, 2, 4), (3, 1, 4), (4, 1, 4), (4, 1, 5), (5, 1, 5)]"
