episode,evaluation_reward
5000,1.0
10000,8.0
15000,3.0
20000,9.0
25000,10.0
30000,10.0
35000,15.0
40000,12.0
45000,13.0
50000,16.0
55000,18.0
60000,18.0
65000,15.0
70000,14.0
75000,18.0
80000,14.0
85000,15.0
90000,14.0
95000,18.0
100000,18.0
