phase,episode,reward,positions
training,26,1.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (2, -1, 1), (2, -1, 0), (2, -2, 0), (1, -2, 0), (0, -2, 0), (0, -2, 1), (-1, -2, 1), (-1, -3, 1), (0, -3, 1), (0, -4, 1), (-1, -4, 1), (-2, -4, 1), (-3, -4, 1), (-4, -4, 1), (-4, -4, 0), (-4, -4, -1), (-3, -4, -1), (-3, -3, -1), (-3, -3, -2), (-2, -3, -2), (-2, -2, -2)]"
training,30,2.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (2, -1, 0), (1, -1, 0), (1, -1, 1), (1, -1, 2), (2, -1, 2), (2, -2, 2), (2, -3, 2), (1, -3, 2), (1, -3, 1), (1, -3, 0), (2, -3, 0), (2, -4, 0), (2, -5, 0), (2, -5, -1), (3, -5, -1), (3, -5, 0), (3, -5, 1), (3, -5, 2), (2, -5, 2), (2, -4, 2)]"
training,33,2.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (2, 0, 2), (2, 1, 2), (1, 1, 2), (0, 1, 2), (0, 2, 2), (0, 2, 1), (0, 2, 0), (0, 1, 0), (1, 1, 0), (1, 1, 1), (1, 2, 1), (2, 2, 1), (2, 1, 1), (3, 1, 1), (3, 2, 1), (3, 2, 0), (2, 2, 0), (1, 2, 0), (1, 3, 0)]"
training,43,2.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -1, 1), (2, -1, 1), (2, 0, 1), (1, 0, 1), (0, 0, 1), (0, 0, 2), (0, -1, 2), (0, -1, 1), (-1, -1, 1), (-1, -2, 1), (-1, -2, 2), (-1, -1, 2), (-1, -1, 3), (0, -1, 3), (0, 0, 3), (-1, 0, 3), (-1, 0, 4), (-1, 0, 5), (-1, 0, 6), (0, 0, 6)]"
training,59,2.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (3, -2, 0), (4, -2, 0), (4, -3, 0), (3, -3, 0), (3, -4, 0), (4, -4, 0), (5, -4, 0), (5, -5, 0), (5, -5, 1), (5, -6, 1), (5, -7, 1), (5, -7, 0), (5, -6, 0), (5, -6, -1), (5, -5, -1), (6, -5, -1), (6, -5, -2), (6, -6, -2), (6, -6, -1), (6, -7, -1)]"
training,71,2.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (-1, -2, 1), (-1, -2, 2), (-1, -3, 2), (-1, -3, 1), (-1, -3, 0), (-1, -2, 0), (-2, -2, 0), (-2, -2, -1), (-2, -3, -1), (-2, -3, 0), (-3, -3, 0), (-3, -3, 1), (-3, -4, 1), (-3, -5, 1), (-2, -5, 1), (-2, -5, 0), (-2, -4, 0), (-2, -4, 1), (-2, -4, 2)]"
training,80,2.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -1, 1), (1, -1, 1), (1, 0, 1), (1, 0, 2), (2, 0, 2), (2, 1, 2), (1, 1, 2), (1, 1, 1), (2, 1, 1), (2, 1, 0), (3, 1, 0), (3, 1, 1), (3, 2, 1), (4, 2, 1), (4, 1, 1), (4, 1, 2), (4, 2, 2), (3, 2, 2), (3, 2, 3), (2, 2, 3), (1, 2, 3)]"
training,110,2.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (1, -2, 1), (1, -2, 2), (1, -2, 3), (0, -2, 3), (0, -2, 4), (0, -3, 4), (0, -3, 3), (1, -3, 3), (1, -3, 2), (0, -3, 2), (0, -3, 1), (1, -3, 1), (1, -4, 1), (1, -5, 1), (1, -5, 0), (1, -5, -1), (2, -5, -1), (2, -5, 0), (2, -6, 0), (3, -6, 0), (3, -5, 0)]"
training,111,2.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -3, 1), (0, -3, 1), (0, -2, 1), (0, -2, 2), (0, -2, 3), (0, -1, 3), (-1, -1, 3), (-1, -1, 2), (0, -1, 2), (0, -1, 1), (-1, -1, 1), (-1, -2, 1), (-1, -2, 2), (-2, -2, 2), (-2, -2, 1), (-3, -2, 1)]"
training,117,2.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (2, -2, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (1, 0, 1), (0, 0, 1), (0, 1, 1), (0, 1, 2), (1, 1, 2), (1, 0, 2), (1, 0, 3), (1, 1, 3), (0, 1, 3), (0, 0, 3), (0, 0, 2), (-1, 0, 2), (-1, 0, 3), (-1, 0, 4), (0, 0, 4), (0, 0, 5), (0, 1, 5)]"
training,120,3.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 1, 0), (2, 1, 0), (1, 1, 0), (0, 1, 0), (0, 2, 0), (0, 3, 0), (0, 3, 1), (0, 4, 1), (0, 4, 2), (-1, 4, 2), (-1, 3, 2), (-1, 3, 1), (-1, 3, 0), (-1, 4, 0), (0, 4, 0), (0, 5, 0), (-1, 5, 0), (-1, 6, 0), (-1, 7, 0)]"
training,153,3.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (0, -3, 0), (-1, -3, 0), (-1, -3, 1), (-1, -4, 1), (0, -4, 1), (0, -4, 2), (-1, -4, 2), (-1, -3, 2), (0, -3, 2), (0, -2, 2), (1, -2, 2), (2, -2, 2), (2, -2, 1), (2, -2, 0), (2, -3, 0), (2, -4, 0), (1, -4, 0), (1, -3, 0), (1, -2, 0), (1, -2, 1)]"
training,187,3.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (2, -2, 0), (2, -2, 1), (2, -3, 1), (2, -4, 1), (1, -4, 1), (1, -3, 1), (1, -2, 1), (1, -1, 1), (1, -1, 2), (1, -2, 2), (2, -2, 2), (2, -3, 2), (3, -3, 2), (3, -3, 1), (3, -2, 1), (3, -1, 1), (3, -1, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (2, -1, -1)]"
training,228,3.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (1, -2, 1), (2, -2, 1), (2, -1, 1), (1, -1, 1), (1, -1, 2), (1, -2, 2), (1, -2, 3), (2, -2, 3), (3, -2, 3), (3, -2, 2), (3, -2, 1), (3, -1, 1), (3, -1, 2), (2, -1, 2), (2, -1, 3), (1, -1, 3), (1, 0, 3), (1, 0, 4), (1, -1, 4), (2, -1, 4), (2, -1, 5)]"
training,255,3.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 0, 1), (3, -1, 1), (3, -2, 1), (2, -2, 1), (2, -2, 0), (3, -2, 0), (3, -2, -1), (4, -2, -1), (4, -3, -1), (4, -3, -2), (3, -3, -2), (3, -3, -1), (3, -3, 0), (3, -4, 0), (3, -4, -1), (3, -4, -2), (3, -5, -2), (3, -5, -3), (2, -5, -3)]"
training,296,4.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -1, 1), (-1, -1, 1), (-2, -1, 1), (-2, -1, 2), (-2, -2, 2), (-2, -2, 1), (-2, -3, 1), (-3, -3, 1), (-3, -3, 2), (-3, -2, 2), (-3, -1, 2), (-4, -1, 2), (-4, -1, 1), (-3, -1, 1), (-3, -2, 1), (-3, -2, 0), (-3, -1, 0), (-2, -1, 0), (-2, 0, 0), (-2, 0, 1), (-1, 0, 1)]"
training,408,5.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (3, -1, 1), (3, -2, 1), (3, -3, 1), (3, -3, 0), (3, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (2, 0, 1), (3, 0, 1), (3, 0, 2), (3, -1, 2), (2, -1, 2), (1, -1, 2), (1, -2, 2), (1, -2, 3), (1, -2, 4), (1, -1, 4), (1, -1, 3), (2, -1, 3)]"
training,3467,5.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (2, -1, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (2, -1, 2), (2, -1, 3), (1, -1, 3), (1, -1, 2), (1, -1, 1), (1, 0, 1), (2, 0, 1), (3, 0, 1), (3, 0, 2), (3, -1, 2), (3, -1, 1), (3, -2, 1), (3, -2, 0), (3, -3, 0), (2, -3, 0), (2, -3, 1), (3, -3, 1), (3, -3, 2)]"
training,5052,6.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (2, -1, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 2), (1, -1, 2), (2, -1, 2), (2, -1, 1), (2, 0, 1), (3, 0, 1), (4, 0, 1), (4, -1, 1), (3, -1, 1), (3, -1, 2), (4, -1, 2), (4, -2, 2), (4, -2, 3), (3, -2, 3), (3, -2, 2), (3, -2, 1)]"
training,9674,6.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (3, 0, 1), (3, 1, 1), (3, 1, 0), (3, 1, -1), (3, 0, -1), (3, 0, 0), (4, 0, 0), (4, -1, 0), (5, -1, 0), (5, -1, 1), (5, 0, 1), (5, 1, 1), (5, 1, 0), (5, 1, -1), (5, 2, -1), (5, 2, 0), (4, 2, 0), (4, 1, 0), (4, 1, 1)]"
training,12236,6.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (4, -1, 1), (4, 0, 1), (5, 0, 1), (5, 0, 0), (5, -1, 0), (5, -2, 0), (4, -2, 0), (3, -2, 0), (3, -2, -1), (2, -2, -1), (2, -2, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (2, 0, 2), (3, 0, 2), (3, 0, 1), (3, -1, 1), (3, -1, 0)]"
training,16314,7.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (3, -1, 1), (3, -2, 1), (3, -3, 1), (2, -3, 1), (2, -2, 1), (2, -1, 1), (1, -1, 1), (1, -2, 1), (1, -2, 0), (1, -1, 0), (2, -1, 0), (2, -2, 0), (2, -2, -1), (2, -3, -1), (3, -3, -1), (3, -3, 0), (3, -2, 0), (4, -2, 0)]"
training,18976,7.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (2, 0, 2), (3, 0, 2), (3, -1, 2), (3, -1, 1), (3, -2, 1), (3, -2, 2), (3, -3, 2), (3, -4, 2), (3, -4, 1), (3, -3, 1), (2, -3, 1), (1, -3, 1), (0, -3, 1), (0, -2, 1), (1, -2, 1), (2, -2, 1), (2, -2, 0)]"
training,26485,7.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (1, -2, 1), (0, -2, 1), (0, -1, 1), (0, -1, 2), (1, -1, 2), (1, -1, 1), (1, 0, 1), (2, 0, 1), (2, 0, 0), (2, 0, -1), (2, -1, -1), (2, -1, 0), (2, -2, 0), (2, -3, 0), (1, -3, 0), (1, -3, 1), (2, -3, 1), (2, -2, 1), (3, -2, 1)]"
training,26860,7.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (1, -2, 1), (1, -1, 1), (1, -1, 2), (2, -1, 2), (2, -2, 2), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, -2, -1), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -4, 1), (2, -4, 2), (2, -3, 2), (1, -3, 2), (1, -3, 1), (1, -3, 0)]"
training,27657,7.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (1, -2, 1), (0, -2, 1), (0, -2, 2), (1, -2, 2), (1, -1, 2), (1, -1, 1), (2, -1, 1), (2, 0, 1), (2, 0, 0), (2, 0, -1), (2, -1, -1), (2, -1, 0), (3, -1, 0), (3, -1, -1), (3, -2, -1), (2, -2, -1), (2, -2, 0), (2, -2, 1), (2, -2, 2)]"
training,27677,7.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (1, -2, 1), (1, -1, 1), (1, -1, 2), (1, -2, 2), (2, -2, 2), (2, -2, 1), (2, -1, 1), (2, 0, 1), (2, 0, 0), (2, 0, -1), (2, -1, -1), (2, -1, 0), (2, -2, 0), (2, -2, -1), (3, -2, -1), (3, -2, 0), (3, -1, 0), (3, -1, 1), (3, 0, 1)]"
training,27733,7.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (1, -3, 0), (1, -3, 1), (1, -3, 2), (1, -2, 2), (1, -1, 2), (1, -1, 1), (1, 0, 1), (2, 0, 1), (2, 0, 0), (2, 0, -1), (2, -1, -1), (2, -1, 0), (2, -1, 1), (2, -2, 1), (2, -2, 2), (2, -3, 2), (2, -3, 1), (2, -3, 0), (2, -2, 0)]"
training,28536,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (1, -2, 1), (1, -2, 2), (2, -2, 2), (2, -1, 2), (1, -1, 2), (1, -1, 1), (1, 0, 1), (2, 0, 1), (2, 0, 0), (2, 0, -1), (2, -1, -1), (2, -1, 0), (2, -1, 1), (3, -1, 1), (3, -1, 2), (3, -2, 2), (3, -2, 1), (2, -2, 1), (2, -2, 0)]"
training,34337,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (1, -2, 1), (1, -2, 2), (0, -2, 2), (0, -2, 1), (0, -1, 1), (1, -1, 1), (1, -1, 2), (2, -1, 2), (2, 0, 2), (2, 0, 1), (2, 0, 0), (2, -1, 0), (2, -2, 0), (3, -2, 0), (3, -3, 0), (3, -3, 1), (2, -3, 1), (2, -2, 1), (2, -1, 1)]"
training,39741,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -1, 1), (1, -1, 1), (1, -1, 2), (0, -1, 2), (0, -2, 2), (1, -2, 2), (2, -2, 2), (2, -2, 1), (2, -1, 1), (2, 0, 1), (3, 0, 1), (3, 0, 0), (2, 0, 0), (2, -1, 0), (2, -2, 0), (3, -2, 0), (3, -2, -1), (2, -2, -1), (1, -2, -1), (1, -2, 0), (1, -2, 1)]"
training,41716,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -1, 1), (1, -1, 1), (1, -1, 2), (0, -1, 2), (0, -2, 2), (1, -2, 2), (2, -2, 2), (2, -2, 1), (2, -1, 1), (2, 0, 1), (2, 1, 1), (2, 1, 0), (2, 0, 0), (2, -1, 0), (2, -2, 0), (3, -2, 0), (3, -2, -1), (2, -2, -1), (1, -2, -1), (1, -2, 0), (1, -2, 1)]"
training,45227,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,45277,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (1, -2, 1), (1, -2, 2), (0, -2, 2), (0, -2, 1), (0, -1, 1), (1, -1, 1), (2, -1, 1), (2, 0, 1), (3, 0, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -2, 0), (2, -2, -1), (3, -2, -1), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -2, 2)]"
training,45383,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,45474,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,45489,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,45835,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (1, -2, 1), (1, -2, 2), (2, -2, 2), (2, -1, 2), (1, -1, 2), (1, -1, 1), (2, -1, 1), (3, -1, 1), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, -1, 0), (2, -2, 0), (3, -2, 0), (3, -3, 0), (3, -3, 1), (3, -2, 1), (2, -2, 1), (2, -3, 1)]"
training,46685,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,46993,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,47033,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,47386,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,47559,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,47924,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -1, 1), (1, -1, 1), (1, -2, 1), (0, -2, 1), (0, -2, 2), (1, -2, 2), (2, -2, 2), (2, -2, 1), (2, -1, 1), (3, -1, 1), (3, 0, 1), (2, 0, 1), (2, 0, 0), (2, -1, 0), (2, -2, 0), (3, -2, 0), (3, -2, -1), (2, -2, -1), (1, -2, -1), (1, -2, 0), (0, -2, 0)]"
training,48012,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -1, 1), (1, -1, 1), (1, -2, 1), (1, -3, 1), (1, -4, 1), (2, -4, 1), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, 0, 1), (3, 0, 1), (3, 0, 0), (2, 0, 0), (2, -1, 0), (2, -2, 0), (3, -2, 0), (3, -2, -1), (2, -2, -1), (1, -2, -1), (1, -2, 0), (0, -2, 0)]"
training,48612,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
