phase,episode,reward,positions
training,59845,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,59847,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,59850,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,59864,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,59866,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,59870,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,59905,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,59940,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,59966,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,59976,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, 0), (3, -2, 0), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,59978,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,59981,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,59983,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,59991,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60001,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60011,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60013,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (2, -1, -3), (2, -2, -3), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,60024,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60049,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60097,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60118,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60121,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60128,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (1, -1, -2), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,60159,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60197,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,60216,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,60230,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -2, -1), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,60251,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60256,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60280,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60288,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60291,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60293,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60309,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60323,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (2, -2, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60349,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60356,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60358,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60366,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,60372,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60404,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (3, 0, 0), (3, 0, 1), (2, 0, 1), (1, 0, 1), (1, -1, 1), (2, -1, 1), (3, -1, 1), (3, -2, 1), (3, -3, 1), (2, -3, 1), (2, -2, 1), (1, -2, 1)]"
training,60447,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60458,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60461,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60529,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (2, -3, 1), (2, -2, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60649,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,60651,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 1, 0), (2, 1, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60663,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,60706,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60749,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (4, -1, -1), (4, -2, -1), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60750,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60761,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60771,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60781,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,60787,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -1, 1), (1, -2, 1), (1, -2, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (3, -1, 0), (2, -1, 0), (2, 0, 0), (2, 0, -1), (2, 1, -1), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
training,60848,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60885,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (2, -2, 1), (3, -2, 1), (3, -1, 1), (2, -1, 1), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 0, -1), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, -1, -2), (3, -2, -2), (3, -2, -1), (2, -2, -1), (1, -2, -1)]"
training,60916,9.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (0, -1, 0), (0, -2, 0), (1, -2, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (2, 0, 0), (2, 0, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (2, -1, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -2, -1), (1, -2, -1)]"
